Frame,FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,Pitch,Roll,Yaw,Person,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral
100,711.0,18.0,157.0,173.0,-26.906006016724472,-20.612408378836754,40.40754575072701,1,731.5415971517563,732.1701986908913,734.7584029316902,740.3320824384689,746.9436062812805,754.7654174685479,763.8045258283615,773.3300655245781,786.6269051074981,803.2793487787246,819.627245426178,834.5674349546432,846.7848538160324,853.3510272264481,852.9962049484253,849.5530244112015,845.0532097339631,724.1508192420006,724.5536925613881,728.0949797570705,732.9299019575119,738.0719294905663,753.0128552675247,761.5719976663589,772.8874440670013,785.282280254364,796.5893495082855,748.0162151575089,747.99068775177,747.5130604624749,747.0395660638809,748.1033090233802,752.9399604797363,758.9209091424942,765.3242417097092,771.8136349201202,733.1814700245857,734.84211871624,739.2507746934891,745.4890886068345,741.5313631772995,737.4086747765541,767.6431646108628,771.5522172093391,778.4680962800979,787.9035352468491,780.170649266243,773.5211003541947,757.4718050599098,756.4293143153191,759.2636111617088,763.3825131416321,767.2265717029571,778.242296910286,789.4290730595588,781.360692870617,772.8060112714768,767.2597214460372,762.7090685009956,758.922158908844,758.1711668848991,761.7545811057091,765.3726918101311,769.7567917346954,786.8358573794364,769.7069000720978,765.0436506032944,761.1374378204346,100.51117310523986,113.28585164546966,125.63168709278106,137.8677163362503,149.39276463985442,161.47979946136473,172.23110628128052,181.41427805423737,182.98241310119627,177.82167000770568,168.771901512146,155.6250771999359,139.38690013885497,119.73985543251037,99.52961156368255,79.15769000053406,59.28314450979233,90.63850152492523,86.7732897400856,84.17456766366958,83.719064950943,84.88103830814362,80.96777238845824,75.34842691421508,71.25338804721832,70.48900125026702,73.48272373676299,96.39720213413239,106.67320177555084,116.41133167743682,127.00621972084045,133.72707955837248,135.69528832435608,136.07482132911682,132.74017248153686,128.56471548080444,103.25793062448501,101.55919499397278,99.25884535312652,97.18746280670166,102.41079320907592,104.6574028968811,93.1503710269928,92.19489371776581,91.49190014600754,89.5435886502266,94.63915209770202,95.85453749895096,152.55052824020385,148.89685487747192,145.99005920886992,146.4040412187576,143.58204405307768,143.2661006450653,143.5266707420349,150.88540637493134,156.93481996059418,158.68610146045685,158.79490537643431,155.51014819145203,151.53769779205322,151.01669371128082,150.73574376106262,148.45724647045134,144.09954631328583,149.08879919052123,151.10418972969055,151.33626267910003,0.31780872,0.51797986,0.31527168,0.39043766,0.12170786,0.0,0.14256696,0.10218811,0.46369115,0.07244183,0.24196218,0.3583269,0.46546793,0.0,0.61777914,0.56359625,0.014732662,0.32417056,0.3586784,0.09373915,0.008897371,0.003966681,0.16240533,0.01907425,0.4884297,0.16838379,0.14884296
101,376.0,452.0,139.0,160.0,-9.164154031893052,-2.7974511074455854,8.415042017132235,0,385.0961103439331,385.4343490600586,387.3740539550781,390.5655736923218,395.13879585266113,402.1342086791992,411.504430770874,423.01944160461426,437.77994537353516,453.6085662841797,468.6356315612793,481.6214141845703,492.0082092285156,498.4707679748535,501.8519477844238,503.8966522216797,504.56542205810547,390.34885120391846,397.4710330963135,407.8410110473633,418.68202781677246,428.69607162475586,448.21037673950195,458.5380859375,469.47918701171875,480.209716796875,487.9107894897461,438.2334403991699,437.5087490081787,436.5726737976074,435.76038932800293,425.0480213165283,430.43450927734375,436.8814811706543,443.968807220459,450.20664978027344,403.43263816833496,409.8342971801758,416.952693939209,423.8431587219238,416.8313179016113,410.00027656555176,454.7231750488281,461.4933280944824,468.78085708618164,475.7142143249512,469.0658378601074,461.97193145751953,417.4694061279297,424.0061740875244,431.15112686157227,436.8165473937988,443.1166687011719,452.1311225891113,460.7661476135254,453.3021049499512,445.0279121398926,438.06857681274414,431.6442413330078,424.4018249511719,420.5562038421631,431.2989616394043,437.1831245422363,443.75550079345703,458.02813720703125,444.46592712402344,437.8976593017578,431.96710777282715,518.2211589813232,534.5028457641602,550.281925201416,565.8359107971191,580.9039344787598,594.3744773864746,605.3688278198242,613.0924797058105,615.1813125610352,613.1115913391113,605.6975593566895,594.9403648376465,582.1405715942383,566.8688201904297,549.9543151855469,532.7887954711914,515.7405662536621,511.44701194763184,504.33069229125977,501.8986511230469,503.00426483154297,506.5175724029541,504.35164642333984,499.99592208862305,498.5269298553467,500.3982791900635,507.2888069152832,516.5867652893066,529.4908714294434,542.0403594970703,554.8519973754883,559.7601623535156,562.681037902832,564.8089866638184,562.1481895446777,558.600658416748,519.9467163085938,516.4236869812012,516.0443153381348,519.2495422363281,520.7900428771973,521.3110122680664,516.9706230163574,512.5038051605225,512.3028812408447,515.2866706848145,517.5510215759277,517.7914619445801,577.0548629760742,574.0273971557617,572.639045715332,574.0143737792969,572.0591506958008,572.9453926086426,575.4197769165039,581.7732849121094,585.3622436523438,586.3378868103027,585.8534355163574,582.5112915039062,577.4384689331055,577.7818260192871,578.3016738891602,577.0333709716797,576.0428619384766,578.1609573364258,579.1201324462891,578.456787109375,0.50557643,0.42386368,0.6354911,0.42770875,0.1435309,1.0,0.32113793,0.8468605,0.46054006,0.0961849,0.3615157,0.29425707,0.46471408,1.0,0.426797,0.3962539,0.55837065,0.4592885,0.16190292,0.059205804,0.01297954,0.008553646,0.1375878,0.054121405,0.4460455,0.21832488,0.12238724
101,74.0,119.0,119.0,140.0,-2.6120285180937532,0.6587891323957501,-14.157549243436666,2,85.17150044441223,83.71589136123657,83.49642872810364,85.84012722969055,92.01984310150146,101.74149751663208,114.25149846076965,128.9614429473877,144.44730472564697,158.96412229537964,170.36858892440796,177.89202213287354,182.43108797073364,184.84493160247803,185.72614669799805,185.57219791412354,184.57937145233154,103.73190188407898,110.65728402137756,120.01321244239807,129.69837737083435,138.27497386932373,156.27713823318481,163.1425290107727,170.72104692459106,177.74416160583496,181.8170051574707,148.26147747039795,149.1908679008484,150.013653755188,150.86805248260498,135.32657527923584,141.5426754951477,148.39065265655518,154.0892210006714,158.65975952148438,112.67219161987305,118.67723059654236,124.82447242736816,131.6047728061676,125.24725079536438,119.27088069915771,158.16681098937988,163.8485565185547,169.2688274383545,174.08490896224976,169.22312545776367,163.89581060409546,126.92272305488586,135.02224254608154,142.9702115058899,147.83561992645264,152.75515174865723,158.6820297241211,163.9230375289917,157.85396671295166,151.56652975082397,146.31044149398804,141.103289604187,134.238018989563,130.03006219863892,142.46331405639648,147.4672303199768,152.38754320144653,161.70979595184326,151.79290676116943,146.86060762405396,141.92640590667725,181.18907690048218,196.06369972229004,210.90825176239014,225.51656341552734,238.5743522644043,249.31967496871948,257.3506565093994,263.10712337493896,265.20952463150024,263.27113580703735,256.6081395149231,246.4225058555603,234.49048376083374,221.6643590927124,208.67371129989624,195.5110902786255,183.12034606933594,161.53573322296143,156.68558549880981,154.91049313545227,155.9253544807434,159.33112835884094,159.78971529006958,156.62510347366333,155.7769432067871,157.69051837921143,163.01481914520264,173.44876956939697,183.02873182296753,192.29579973220825,201.90142679214478,206.81994724273682,209.75656986236572,211.7925410270691,209.82448196411133,206.84749460220337,176.22945070266724,174.96773958206177,174.80358695983887,176.18235683441162,178.56441235542297,178.81489205360413,176.83925771713257,175.77415323257446,176.15017819404602,178.12386989593506,179.77494406700134,179.3982982635498,224.64254808425903,220.13289213180542,218.4878511428833,219.80359554290771,218.91321802139282,220.86672735214233,224.40616750717163,228.35261964797974,229.87799835205078,229.9617519378662,229.2763524055481,227.25899648666382,224.56294012069702,223.44523429870605,224.0373673439026,223.73253393173218,224.4221692085266,224.43585777282715,224.52694129943848,223.91132640838623,0.437238,0.4495838,0.23543248,0.3625302,0.14255321,0.0,0.23203707,0.064434275,0.46234095,0.059021354,0.16678898,0.461426,0.44515595,0.0,0.43433028,0.50859463,0.3001953,0.15795976,0.05271595,0.15267727,0.01933209,0.024472198,0.05131567,0.22951354,0.08430638,0.471394,0.119666085
101,709.0,20.0,152.0,169.0,-25.551761021046058,-21.117741433414544,37.14315185013546,1,732.2254777908325,731.8536140799522,733.1015457093715,737.4741490960121,743.1427150726319,750.3174055337906,758.7075929760933,767.7257246375084,780.556119632721,796.8625310182572,812.80748026371,827.1136109590531,838.7076937437057,844.9064134597778,844.9556955099106,842.8552188634873,839.8606302022934,724.58949791193,724.5489916205406,727.5484577178955,731.9187160670757,736.6500255703926,751.4528086066246,760.1366092443466,771.3603513836861,783.4226922154427,794.0704254627228,746.2115652680397,745.7944326639175,744.9477834820748,744.0077196121216,745.7562109708786,750.1497837066651,755.5984057188034,761.8031209945678,768.0551117420197,732.485112118721,733.7349203824997,737.8325590610505,743.8256951451301,740.1293661117554,736.3105511784554,765.3650153160095,768.9700994253159,775.5845193386078,784.7303951025009,777.2600727796555,770.9291727304459,754.7113529920578,753.0201518654824,755.541399550438,759.5856946706772,763.4913062095642,774.6053997159004,785.7760037899018,777.746486735344,769.0390060544014,763.553703546524,759.1087877869606,755.5863299846649,755.5460412740707,758.1162023305893,761.7059953451156,766.0871055364609,783.1371959924697,766.319336771965,761.6512979507446,757.7876130223274,100.01485247611998,112.31315968036651,124.05680508613585,136.0083126783371,147.26750235557554,159.07835605144498,169.75068197250366,179.05634665489194,181.02965941429136,176.49108116626738,168.13347644805907,155.94035747051237,140.7285225391388,122.2401988506317,103.26786668300628,84.147567486763,65.37837116718292,89.09728882312774,84.82207399606705,81.77695219516754,80.89992027282715,82.01711304187774,78.4729152917862,73.49782161712646,70.41978467702864,70.7322427868843,74.63146591186523,94.93020687103271,104.77994441986083,114.16073491573333,124.40506732463835,130.89318158626554,132.729865694046,133.26830563545226,130.0619262456894,126.01077733039855,102.73298660516738,101.10319161415099,98.93651601076125,96.64173367023467,101.85917608737945,104.01742043495177,92.71338493824004,91.96392788887023,91.35577143430709,89.50805718898772,94.16127029657363,95.28209545612334,149.92023532390593,145.78074860572815,142.50302689075468,142.7647040605545,140.06985712051392,139.99603679180143,141.00624024868011,148.67760722637175,154.66686916351318,156.33885669708252,156.4612338066101,153.15595185756683,149.02412881851194,147.79449512958524,147.38343665599822,145.15189175605772,141.71392178535461,146.86550974845886,148.7973975419998,149.07917675971984,0.36320665,0.495668,0.71271366,0.38888085,0.12736571,0.0,0.22438625,0.05117984,0.46382567,0.09120536,0.14247158,0.17594017,0.48131692,0.0,0.52582854,0.55764735,0.09569253,0.3298658,0.3546192,0.07710053,0.008897371,0.003966681,0.16240533,0.01907425,0.4884297,0.16838379,0.14884296
102,376.0,454.0,139.0,160.0,-9.750677997174574,-2.3419828260271975,8.642996955302332,0,385.34002113342285,385.7555904388428,387.6850700378418,390.92901515960693,395.6440896987915,402.78554344177246,412.1585063934326,423.47265625,438.09263801574707,453.80602264404297,468.70799255371094,481.5240249633789,491.7153434753418,498.1017761230469,501.3818817138672,503.3122367858887,503.86561584472656,390.42656803131104,397.4358081817627,407.3735828399658,417.77756118774414,427.53486824035645,448.0391731262207,458.0799560546875,468.6531181335449,478.94763946533203,486.564151763916,437.4123954772949,436.6068229675293,435.63287353515625,434.8104553222656,424.6821479797363,429.9502983093262,436.3483009338379,443.4392890930176,449.7025146484375,403.3518543243408,409.76737785339355,416.74221992492676,423.54564666748047,416.632287979126,409.9196300506592,453.9761047363281,460.67255783081055,467.8610725402832,474.8541450500488,468.1056900024414,461.1451187133789,417.77051734924316,424.1848564147949,431.20538902282715,436.8517951965332,443.11123275756836,452.21301651000977,460.82413482666016,453.4877510070801,445.24523544311523,438.22859382629395,431.69132232666016,424.52535820007324,420.6766586303711,431.3835220336914,437.2842960357666,443.8764419555664,458.21347427368164,444.548828125,437.94146728515625,431.9402828216553,520.805305480957,536.8901596069336,552.5656356811523,567.9634208679199,582.7274322509766,595.8899230957031,606.542896270752,614.0173187255859,616.0697593688965,613.8898658752441,606.3639907836914,595.4623832702637,582.5518455505371,567.4297943115234,550.7373962402344,533.6762523651123,516.791633605957,513.5255241394043,506.83642959594727,504.4529457092285,505.3414878845215,508.3871440887451,506.30437660217285,502.4070339202881,501.150089263916,502.884464263916,509.18166732788086,518.4097480773926,531.1177940368652,543.4910316467285,556.0271301269531,560.9630928039551,563.8820343017578,565.9225158691406,563.3111343383789,559.7833442687988,521.558910369873,517.9977493286133,517.6240768432617,520.7712821960449,522.2420196533203,522.7586002349854,518.714527130127,514.4784049987793,514.3259754180908,517.2507247924805,519.349531173706,519.5683250427246,577.9686012268066,574.9590797424316,573.5123176574707,574.8441696166992,572.9020156860352,573.6205444335938,575.9541435241699,582.315502166748,586.1282730102539,587.164134979248,586.6734924316406,583.3119049072266,578.3948707580566,578.3472747802734,578.8538017272949,577.5386695861816,576.6228790283203,579.168399810791,580.185848236084,579.5576591491699,0.57367176,0.4428656,0.60217446,0.43419588,0.13805716,1.0,0.33644918,0.7869504,0.46382657,0.10654729,0.38945624,0.17096116,0.4819082,1.0,0.4418448,0.3962539,0.47703794,0.34717548,0.23017146,0.05332163,0.01297954,0.008553646,0.1375878,0.054121405,0.4460455,0.21832488,0.12238724
102,74.0,119.0,119.0,140.0,-2.6006185772011463,0.6619549411980092,-14.178461971317066,2,85.00840926170349,83.57672762870789,83.37838864326477,85.76604175567627,92.01469111442566,101.82006406784058,114.39278507232666,129.11263298988342,144.5696907043457,159.078697681427,170.5141463279724,178.09909296035767,182.67128372192383,185.09203672409058,185.9447832107544,185.74809646606445,184.72809314727783,103.52656841278076,110.45264148712158,119.84707713127136,129.58682107925415,138.20742225646973,156.2333788871765,163.12807941436768,170.74461889266968,177.80679655075073,181.87692642211914,148.24083948135376,149.15873432159424,149.97092580795288,150.81811475753784,135.28246545791626,141.5080485343933,148.36447715759277,154.08582639694214,158.68292093276978,112.56862616539001,118.58582162857056,124.75382661819458,131.52194046974182,125.15479040145874,119.1609115600586,158.19099378585815,163.87498235702515,169.32232999801636,174.14625215530396,169.2732334136963,163.92163562774658,126.923659324646,135.00845384597778,142.941162109375,147.80728149414062,152.73939037322998,158.68593502044678,163.9805154800415,157.9172625541687,151.6348524093628,146.3680396080017,141.15678215026855,134.28045654296875,130.03633069992065,142.4415044784546,147.44888544082642,152.3837480545044,161.7463355064392,151.86122941970825,146.91519165039062,141.97508192062378,181.39742946624756,196.2982578277588,211.17276048660278,225.78573846817017,238.82135725021362,249.49802684783936,257.4256181716919,263.09920263290405,265.17139291763306,263.23835134506226,256.622679233551,246.51323890686035,234.64498329162598,221.85514783859253,208.85040092468262,195.6634168624878,183.24609661102295,161.58184576034546,156.6468629837036,154.83020424842834,155.8418412208557,159.26001691818237,159.73533153533936,156.56399059295654,155.71719217300415,157.6678376197815,163.06515741348267,173.4514832496643,183.0322265625,192.2970814704895,201.89651012420654,206.83737087249756,209.76875638961792,211.8026247024536,209.84980630874634,206.8988742828369,176.24765038490295,174.88664960861206,174.73289108276367,176.22449398040771,178.56920886039734,178.81140232086182,176.87857604026794,175.6994218826294,176.06913328170776,178.13416385650635,179.77775287628174,179.40802145004272,224.65473461151123,220.16469526290894,218.51750135421753,219.8244137763977,218.94292831420898,220.90310668945312,224.4614725112915,228.34066343307495,229.82665872573853,229.9081892967224,229.2309808731079,227.2384786605835,224.57150173187256,223.44753742218018,224.0376377105713,223.7374405860901,224.4654779434204,224.41716241836548,224.5064435005188,223.89797830581665,0.5141612,0.40645072,0.44073334,0.40173018,0.11340559,0.0,0.23748687,0.14720145,0.4655497,0.057714134,0.15479524,0.41828948,0.47782165,0.0,0.39508948,0.45209956,0.16997683,0.16521797,0.07556059,0.12392778,0.01933209,0.024472198,0.05131567,0.22951354,0.08430638,0.471394,0.119666085
102,709.0,20.0,150.0,167.0,-24.51725930415391,-21.349732589435206,37.794756626214884,1,729.3032786607743,729.0329923868179,730.4774018526077,734.9480727553367,740.6682144641876,747.831129205227,756.2163762331008,765.2552530646324,777.9396321415901,793.921610069275,809.7311234235764,824.28196849823,836.2928297281265,842.8515958786011,843.1474200725555,840.961120891571,837.8603300571442,721.1758595108986,721.451165574789,724.6439580202102,729.2306395232678,734.2465623378754,748.6837409734726,757.365295958519,768.534904897213,780.7308384060859,791.655555653572,744.2952560663223,744.1125010728836,743.425151181221,742.6576399326325,744.340592443943,748.7390691518783,754.0236268758774,760.021144080162,766.1171578645706,729.7413381993771,731.3208579540253,735.5599436402321,741.7326249361038,737.8399794101715,733.793957054615,763.3345518350601,767.1128739595413,773.7012691140175,782.8331300139428,775.420760679245,769.0449705004692,752.0104671478272,751.0086233854294,753.7467112541199,757.6631627082825,761.4675363779068,772.1763817548751,783.2845049858093,774.7784067392349,766.2063136339187,760.9469534039497,756.7238199591636,753.1408008098603,752.9064444065094,756.3026891469956,759.7262157440185,763.9334387540817,780.5511771082878,763.6077287435531,759.1208667039871,755.4876496553421,100.60659914016723,112.59212551116944,124.12935268878937,135.78864347934723,146.6421400308609,158.0114834547043,168.18435502052307,177.08512043952942,178.71548609733583,173.9207356452942,165.39574077129365,153.38416285514833,138.45679471492767,120.2413536787033,101.61181730031967,82.80333631038665,64.18415007591247,89.23119971752168,85.48670518398285,82.72563557624817,81.79098712205887,82.70654186010361,78.92249221801758,73.96975425481797,70.70491393804551,70.74284455776215,74.267937541008,94.92048211097718,104.41921470165254,113.5184663772583,123.43966162204742,130.12624876499177,131.71890478134156,132.10359807014467,128.98129470348357,125.07638189792634,103.02505688667297,101.73468718528748,99.51921887397766,96.74211938381195,102.16497366428375,104.40572905540466,92.55628945827485,92.04682109355927,91.50946766138077,89.2937723994255,94.14438257217408,95.22815551757813,148.58532729148865,144.79400925636293,141.61910111904146,141.86070799827576,139.2615019798279,139.0790575504303,139.45633313655853,146.80622534751893,152.42932176589966,154.04675123691558,154.27554137706758,151.45401928424835,147.71395626068116,146.6447917699814,146.20600061416627,144.08985307216645,140.14322912693024,144.8257106781006,146.67731738090515,147.06152093410492,0.38937587,0.50778085,0.565865,0.37876558,0.13975804,1.0,0.20815578,0.69032216,0.460343,0.07258589,0.23744981,0.1185878,0.46609303,0.0,0.48199168,0.56359625,0.021553708,0.17378354,0.552903,0.10847513,0.008897371,0.003966681,0.16240533,0.01907425,0.4884297,0.16838379,0.14884296
103,376.0,452.0,139.0,160.0,-10.297471616702486,-3.0076257316474297,8.977679317717957,0,384.519983291626,385.17079734802246,387.3874034881592,390.67846393585205,395.2760705947876,402.3346061706543,411.8729419708252,423.5089797973633,438.2335548400879,454.13747787475586,469.35023498535156,482.5187225341797,492.9329147338867,499.2306098937988,502.22730255126953,503.7958755493164,504.0270462036133,389.2460699081421,396.14764404296875,406.1881580352783,416.6648979187012,426.4910640716553,446.43243408203125,456.4990005493164,467.21749114990234,477.878475189209,485.79493713378906,436.3053512573242,435.78956604003906,435.0514163970947,434.43749237060547,424.1252555847168,429.47536277770996,435.8703956604004,442.85347747802734,449.0049285888672,401.9350128173828,408.160982131958,415.3523178100586,422.28344345092773,415.3127212524414,408.42306327819824,452.9505081176758,459.51463317871094,466.92926025390625,474.0041923522949,467.45297622680664,460.2516784667969,417.16564559936523,423.4727249145508,430.41027069091797,436.06317710876465,442.3320903778076,451.4585762023926,460.31395721435547,452.7603988647461,444.4514274597168,437.4973964691162,431.12267684936523,423.98070526123047,420.2414798736572,430.63990211486816,436.47883224487305,443.05932807922363,457.50518798828125,443.73240661621094,437.15013122558594,431.2481441497803,521.329906463623,537.348876953125,552.8872184753418,568.1745109558105,583.0135955810547,596.2297592163086,606.7412605285645,613.9911727905273,615.7346229553223,613.6548767089844,606.5788917541504,596.139762878418,583.4333992004395,568.1398124694824,551.1699638366699,533.8586921691895,516.6928749084473,514.0557670593262,507.0129585266113,504.5327033996582,505.44287490844727,508.63853454589844,506.09042167663574,501.5304203033447,499.7235984802246,501.1122932434082,507.4448871612549,518.2815208435059,530.9784317016602,543.3241577148438,555.9094886779785,561.1870231628418,563.9549598693848,565.8493347167969,563.1765899658203,559.6975860595703,521.9383659362793,517.9463119506836,517.4917526245117,521.0575885772705,522.6435737609863,523.286319732666,518.4643058776855,513.4521999359131,513.0411224365234,516.1930770874023,518.6874313354492,519.1246070861816,578.6985549926758,575.2996025085449,573.631420135498,574.9357719421387,572.8816833496094,573.8764038085938,576.5219116210938,582.763427734375,586.1761245727539,587.1836624145508,586.8077926635742,583.8638687133789,578.948356628418,578.6908073425293,579.1117782592773,577.795524597168,577.122932434082,579.0642623901367,580.0538444519043,579.5165100097656,0.5300029,0.41107768,0.59453726,0.48035926,0.1412661,1.0,0.32305482,0.8325033,0.46377438,0.09064866,0.32432452,0.20329545,0.47810116,1.0,0.39601868,0.3962539,0.66307205,0.42306495,0.18191765,0.049105,0.014001593,0.009263637,0.13663922,0.059101887,0.43546343,0.22180983,0.123720415
103,74.0,119.0,119.0,140.0,-2.6206460403702834,0.6459036507386817,-14.186459002674912,2,84.8289258480072,83.3926329612732,83.20017445087433,85.59417617321014,91.84819030761719,101.67750072479248,114.29591369628906,129.06858825683594,144.56498432159424,159.10231971740723,170.55571269989014,178.17312335968018,182.75479698181152,185.15399074554443,185.96711349487305,185.72566604614258,184.66846227645874,103.40185928344727,110.34653759002686,119.75791120529175,129.51828813552856,138.15527153015137,156.15358066558838,163.0846405029297,170.7186336517334,177.78327465057373,181.85192251205444,148.17581129074097,149.10863637924194,149.9357180595398,150.79907894134521,135.26007509231567,141.4948706626892,148.3572974205017,154.07513189315796,158.67745351791382,112.50299215316772,118.51639747619629,124.662672996521,131.42358207702637,125.06658577919006,119.091787815094,158.11809492111206,163.8041763305664,169.2350115776062,174.05312585830688,169.177583694458,163.8392038345337,126.88029050827026,135.02021980285645,142.96920013427734,147.83518934249878,152.76621675491333,158.71966075897217,164.01117706298828,157.9298996925354,151.64516639709473,146.37962532043457,141.16875839233398,134.27255582809448,129.99209070205688,142.4696125984192,147.47547149658203,152.40973329544067,161.7698473930359,151.86427354812622,146.91843605041504,141.9817409515381,181.41018176078796,196.33192348480225,211.22182703018188,225.8472318649292,238.89203310012817,249.58172035217285,257.5171322822571,263.1840977668762,265.24527311325073,263.3221549987793,256.74205112457275,246.66227102279663,234.7922329902649,221.97122526168823,208.9379997253418,195.73571491241455,183.30407524108887,161.61027431488037,156.6649875640869,154.85240936279297,155.86068177223206,159.2818465232849,159.7306752204895,156.57504057884216,155.7706596851349,157.76933526992798,163.20993375778198,173.41392731666565,182.99847078323364,192.26356601715088,201.8649673461914,206.8317232131958,209.76355934143066,211.80168342590332,209.84608125686646,206.90031623840332,176.24176740646362,174.92083597183228,174.7657506465912,176.2024540901184,178.52905941009521,178.77249956130981,176.85919976234436,175.7483332157135,176.1341314315796,178.16100025177002,179.7629828453064,179.38373851776123,224.6534628868103,220.1934642791748,218.57888460159302,219.89571046829224,219.01721906661987,220.97342205047607,224.50521183013916,228.38331127166748,229.85815143585205,229.93303298950195,229.24867486953735,227.24696016311646,224.57720947265625,223.49669408798218,224.09470510482788,223.80039596557617,224.52045249938965,224.45029735565186,224.53851699829102,223.9243040084839,0.5233746,0.52202326,0.4919749,0.4203054,0.12312895,0.0,0.23423392,0.0068689543,0.46314928,0.045361064,0.120281324,0.4663419,0.45348397,0.0,0.4171767,0.50859463,0.053262,0.17117581,0.06286466,0.13221598,0.01933209,0.024472198,0.05131567,0.22951354,0.08430638,0.471394,0.119666085
103,708.0,20.0,149.0,167.0,-24.228580102971584,-20.93350873984246,38.812956820221636,4,728.6641643166543,728.2617748498917,729.3667617082596,733.8812520027161,739.7692774653435,747.2528137445449,755.9512526631355,765.3192019581795,778.3765744209289,794.4944898128509,810.2227667808532,824.2036910057068,835.2733042955399,841.0689429283142,841.058610701561,838.9271977424621,835.6249464035034,719.9063359975814,720.0703018665314,723.0540220022201,727.5000836908818,732.5683604359626,746.7502793192864,755.189618241787,766.2122288584709,778.4979810714722,789.616532087326,742.4207717180252,742.3023751497269,741.6920212507248,740.9386048316956,743.142343378067,747.4620144605636,752.7182750225068,758.7393413424492,764.7605569720268,728.4748008787632,729.8019545018673,733.9200665354729,740.1340946555138,736.5678698539734,732.6590630531311,761.4470954656601,764.932902097702,771.4839340090751,780.7657316446305,773.4810519099235,767.1783876180649,752.1576651215553,750.4596323370934,752.9524403095245,756.9078376889229,760.7547227978706,772.1378982663155,783.7258847475052,775.4856412649154,766.5977881431579,761.2534647583961,756.9857414841651,753.313512814045,753.1666876912117,755.725084400177,759.164390039444,763.4675653934479,781.1816187024117,763.9094920516014,759.3097101211548,755.5843988895416,101.13511941432954,113.02255532741547,124.36298046112061,135.79123549461366,146.24010293483735,157.0487946510315,166.84329171180727,175.42535870075227,176.98620579242706,172.0117104291916,163.37877066135408,150.85393788814545,135.37507967948915,116.9595398426056,98.56020308732987,80.2406514286995,62.299229407310484,90.56580687761307,86.60454461574555,83.40720419883728,82.04710092544556,82.53449535369873,78.70432097911835,73.77545464038849,70.14508641958237,69.37816643714905,72.10052304267883,93.60158232450486,102.59573793411255,111.2271368265152,120.73628525733947,128.25323703289033,129.52486538887024,129.64491033554077,126.39577739238739,122.2773756980896,103.65245597362518,102.12843461036682,99.43310304880143,96.06896585226059,102.1091915845871,104.76505165100097,91.53141617774963,91.31111876964569,90.50435700416566,87.81960253715515,92.87437870502472,94.1463415145874,147.32127192020417,142.82836582660676,139.1344215631485,139.15328235626222,136.44298996925355,136.06688497066497,136.63592190742494,144.85824823379517,150.9427353143692,152.61546907424926,152.8560964822769,150.03937618732454,146.34393882751465,144.21694543361664,143.54290201663972,141.31523809432983,137.47200808525085,143.55212337970735,145.4454770565033,145.814546585083,0.31756625,0.48895115,0.45362276,0.46672428,0.12365449,0.0,0.20942111,0.5693486,0.46599174,0.0785331,0.23840663,0.54911524,0.5024137,0.0,0.44656637,0.5594647,0.055829562,0.28723222,0.38983434,0.115716636,0.008897371,0.003966681,0.16240533,0.01907425,0.4884297,0.16838379,0.14884296
