frame,FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,FaceScore,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,Pitch,Roll,Yaw,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral,input,frame
44,557.6918336513995,262.8231361607143,239.41371461513984,340.46920886479586,0.999498724937439,553.8934410393601,554.1279410837129,556.2565352087257,560.8971497216241,571.1198856496244,588.6560665976136,611.739764405637,637.6901488506713,669.6601064525108,702.6340101396598,731.9595806688346,757.9672050904256,778.8408383026555,791.7715206901796,798.5219902674824,803.7370257831528,807.0917925010551,564.8699097154547,579.4585362739758,600.1544467255549,622.0507285553194,642.9007522558405,694.3832468054137,717.2723700919792,741.8665408997456,766.176715703852,784.3007844519058,667.0513102012618,666.1608943311008,664.8414160712568,663.587506259351,641.5865584354405,652.6328389399943,664.55404728021,677.6228800131948,689.9680611216937,586.9349952922926,600.6061810651098,619.1012564257306,634.9021930556969,619.0815676271576,600.8573502283535,703.7998743717995,718.8860235982826,737.8103074621193,753.4239265427672,739.1981181509007,720.8349102538212,622.0541013427065,638.5025887987161,654.0839411408244,664.6539889367887,676.7784168491654,695.6688023733439,715.2057402810902,697.4748143458546,679.3531808233511,666.0130761402061,653.6451500250686,638.3151738403758,629.4685960468994,653.6920524691648,664.9842176975184,677.6366877420643,708.7428708412616,678.6202753417745,665.8442784811965,654.2204964135497,396.14701834302383,428.90844860092125,461.1166686705885,493.606327757088,524.3553606770986,551.6325168824995,574.7650409628036,594.603411089149,601.103003730274,596.7686188303084,579.6174713940551,556.1221717635435,527.2219133767045,493.71603466812275,458.12233968636565,422.8905192213626,387.692195283802,384.2535472218244,370.4676866778501,365.0537054108592,366.31294836671987,371.6261721765729,368.09733553634504,358.1903144247955,353.92132750697937,357.44480665099684,370.9810443999519,394.7582335640223,414.30247714841914,433.34404147475163,453.13051694462297,476.58113018628904,479.8713390748565,482.29412062245655,478.9072819840587,475.0403386284464,404.7816219284864,393.4636920138121,392.1241231431793,403.4342968644763,410.14222305141783,411.57917659180146,399.9444116569234,386.20316444502805,385.6193921761434,396.28256299714576,404.64155993096887,405.14175525897195,520.3450799456039,512.7859693721146,507.7992606040272,510.7821927326753,507.0149718633423,511.44547511577275,518.136159905819,531.8476486614913,538.0282024032899,539.0038998722175,537.7632011589213,532.0610231241966,520.9073004683696,519.2118477358363,520.3498529876821,518.5114768676099,518.9581946425315,522.1995042020517,523.6806814384264,522.0798372185168,-1.8592266482317217,-0.2243125125682988,5.496507741563658,0.28044784,0.4797542,0.5600993,0.6306395,0.14024292,0.0,0.14644018,0.4681915,0.49719244,0.1291228,0.36603388,0.26371938,0.4903922,0.0,0.37884495,0.56359625,0.17440505,0.38179523,0.2457378,0.03944263,0.002447288,2.6308602e-05,0.0005101372,0.010313348,0.0012473522,0.059054233,0.92640126,testfilmpje.mp4,44
45,557.0950620229008,262.73561658960455,239.55237158078876,340.54770547672194,0.9994903802871704,553.2449736550687,553.4001271976083,555.47739679998,560.0684473038273,570.3306249838075,588.0127640124532,611.1499637312476,637.0541565892776,669.0013664933897,701.9892785729053,731.3832600050495,757.5150162637115,778.5342504688035,791.5716298902149,798.3353963100948,803.5791829251853,806.9468776758403,564.6084437121193,579.4508265543219,600.213572388137,622.08857164053,642.8699147081029,693.7641617413665,716.7029666088739,741.2766229961702,765.509366634711,783.5238383523985,666.7174508112627,665.8337716449225,664.5213939662865,663.2686078166465,641.3273916946129,652.3261513639017,664.1477685980985,677.0896164533038,689.2930311210795,586.7433657954617,600.4532294712324,619.0002129432277,634.5873498401294,618.8188198852124,600.543986894915,703.0324774299854,718.1032031246607,737.1089427205526,752.6707961483769,738.4743231243452,720.0556081958586,621.7271008494804,638.0940549549705,653.6329754481739,664.1503992480605,676.2693042858125,695.0993627442082,714.5248371562301,696.8692299375002,678.7910623897186,665.4668690488593,653.1240542909775,637.8330969145453,629.1822166940476,653.2228376328306,664.4599512391691,677.0909683150899,708.0180949807676,678.1101868491385,665.3422785437233,653.7687583945826,395.35529381307,428.26813493719374,460.637137897452,493.19415925637026,523.9861119223896,551.2831973983963,574.441150022445,594.4307770619263,600.9742752632441,596.6255916555316,579.3721572286495,555.8292528268548,526.8668684935386,493.27151985154364,457.6175414672073,422.3311111624897,387.09975400188017,383.69775119130634,369.9270050194287,364.6114235824637,366.05974253366367,371.5609187612218,368.2630214870999,358.4279712367995,354.2249598707226,357.8853509664348,371.4563382463046,394.7323656452599,414.3177007582021,433.4146849351771,453.23224798085954,476.48787566367577,479.78383648713145,482.24395700095994,478.90315333880335,475.10108469213833,403.993495762224,392.62288884925846,391.40834455554494,403.00821992004376,409.6616695466174,410.9727319002726,399.8936521546034,386.0087650038269,385.45033647582136,396.22806065364256,404.68823093084364,405.17801898114186,520.2792338317504,512.5603709706411,507.4827293869353,510.50744096988365,506.76704645010113,511.3714146193802,518.3148203306341,532.1271453866304,538.2716129613327,539.2137997314532,537.9525248641123,532.1523314242278,520.8442633425304,519.0264598610453,520.1920813728302,518.4144196611328,519.1140507616259,522.2545353007641,523.6840986920512,522.0613043179208,-1.6641256266267281,-0.330107335688767,5.695056844651403,0.30468908,0.45498827,0.45635667,0.6093623,0.13029678,0.0,0.14472973,0.69539636,0.47318786,0.09177825,0.3326753,0.21661341,0.5052153,0.0,0.49042633,0.55764735,0.05637531,0.4074492,0.15337506,0.03972456,0.003241789,2.7946578e-05,0.00046377198,0.008109355,0.0015393026,0.0472851,0.9393328,testfilmpje.mp4,45
46,557.7952051526718,263.1704574298469,238.9439209605598,339.0588075573979,0.9995143413543701,552.6711498205818,552.8937653241771,555.0831795258861,559.8242992314675,570.0246703810111,587.5295559031148,610.5135183688471,636.3975694766294,668.2906749677505,701.1003612049238,730.3095184402682,756.2873496180329,777.1599266834962,790.0307138211543,796.6574992473148,801.7449771011994,804.9996087308642,564.1190663037304,579.0075012115826,599.7927733243858,621.6864666910241,642.4158393827491,692.333343367053,715.1308733817924,739.5536335930508,763.6399787200589,781.5158617882166,666.032580869949,665.1428706482155,663.8081961844246,662.5489677505574,640.9207905711967,651.849309277301,663.5846955056148,676.4210699410993,688.5164678422572,586.6208326028021,600.327043257602,618.7908766791738,634.3131879832456,618.6327940864196,600.4548601334338,702.0674333152645,717.1166972841733,736.0004917794157,751.4260400942894,737.3695789453802,719.0497501929461,621.3909636776453,637.6314794742252,653.1301456869518,663.6159676546301,675.6518163026611,694.3483901771991,713.5759964262921,696.0538439246624,678.1554070770676,664.9310106297604,652.6201392551624,637.3693584795511,628.7903373064082,652.7488049291452,663.9461380096275,676.4847540537897,707.1312418264279,677.4619389878134,664.7901828908446,653.249474581275,395.74753543496695,428.52747735979653,460.71641325786885,493.0020272653242,523.5173150952148,550.6534647323971,573.6851902826473,593.4472483502744,599.8756817742665,595.4916150736889,578.4265039992346,555.0839000633874,526.390545338634,492.9414715801041,457.45831368147327,422.360849662594,387.37041909053835,383.05109143749587,369.26966514084177,364.0320227683818,365.54315024204914,371.1401009974568,367.7093680028638,357.93569980944636,353.720119541815,357.31716847122544,370.8748394496245,393.9678118493033,413.2913444151316,432.12493856259454,451.7218690128154,475.41395952443605,478.5931451241773,480.95840605136897,477.6729024203885,473.92977532921475,403.61099551555753,392.17523503449803,390.9317578691732,402.5022468681502,409.14142474731335,410.474086346918,399.4062071101299,385.5959338020343,385.02996732072745,395.8400301820351,404.2355896977132,404.7035927467227,519.0940581714434,511.10255082695136,505.8082814921411,508.8029868766363,505.11537118452895,509.808497417523,516.9389839177808,530.6397016359758,536.8061716992361,537.769678857343,536.5442325898802,530.7893083729091,519.6017122197861,517.4350700598958,518.5505605897587,516.8146956171188,517.6954085784532,520.8332698339351,522.247755575283,520.6507297287483,-1.7402075114079045,-0.3198711239171834,5.626659446585781,0.26841065,0.48439717,0.49894175,0.6437944,0.12969092,1.0,0.14324497,0.45936984,0.47618812,0.12786996,0.42187583,0.2210709,0.484278,0.0,0.4253373,0.55764735,0.3367495,0.35308883,0.042898826,0.024922367,0.0031604848,2.802714e-05,0.00024081116,0.0075237607,0.0017067229,0.044206534,0.94313365,testfilmpje.mp4,46
47,557.4465748250636,262.2324299665178,239.51678792938935,339.6810941087372,0.9994946718215942,552.6024984627219,552.8174623804827,555.0009578740363,559.6077796173468,569.6512794308328,587.1280141937978,610.1632951868082,636.0775656814334,668.0375149031915,700.9256884167813,730.3364647777208,756.5247078211444,777.4983736284136,790.3324562914557,796.9942179260646,802.2454090611274,805.6822320855913,563.9023506448184,578.9694073715049,599.8501535660503,621.8182013603916,642.7197205367332,692.499195164918,715.470128506131,740.02751025943,764.2158132215442,782.288769005882,666.2226244310624,665.3234215740322,663.99684194942,662.7543503832827,640.9736238633824,651.9250912744635,663.6617166577204,676.4921427900487,688.5813622064221,586.5794009593598,600.4408837173813,619.037160719725,634.5996226923895,618.830390589228,600.5437281991854,702.31859580783,717.4966239899002,736.50385374147,751.9815716667612,737.8851962911913,719.4433074909795,621.453337905279,637.7541275315092,653.2320519718238,663.7366208716118,675.8037431804488,694.421995810903,713.6822186144518,696.0487268005536,678.162970811231,664.9288078075637,652.6323444909331,637.4838358093098,628.8592946497153,652.7996095121899,664.0095608452916,676.5635483964796,707.2343336567435,677.5294313102809,664.8570499107982,653.3032024714607,395.2009788044093,428.07207231074466,460.34644673006176,492.73069928993135,523.4387301421172,550.7560515598375,573.9230283982574,593.8626127421334,600.5128095354149,596.30502948364,579.4187819131546,556.2217753606997,527.5285050797596,493.98725817356564,458.3428865618663,423.0889255285059,387.9065158768874,382.9353834098511,369.31727253329217,364.14873599948106,365.63145312995516,371.22374634446214,367.98273600629614,358.3350708275071,354.2164323783165,357.80611296414844,371.22284739671187,394.1944853185941,413.6807205936717,432.64561476538256,452.3637178203083,475.92890421619785,479.1349163318176,481.5186585107075,478.28577514612135,474.60971054066863,403.24532207888166,391.93018171105984,390.77039333794414,402.5071280526843,409.06990825122676,410.30622866253816,399.93464329007236,386.0951847519316,385.5394892669747,396.38232977558806,404.8380266813915,405.2862371704823,519.51640244487,511.66802977994917,506.4256094594226,509.48769275146395,505.79243439674946,510.55515676104176,517.6356336801797,531.1508028913942,537.2166107593667,538.1629840773993,536.8718764450938,531.124174601279,520.0528555887948,517.986587741049,519.1598603304183,517.4428215356967,518.3597725368228,521.2385676713565,522.6252310199237,520.9879556161217,-1.6286447401389916,-0.2994916402309909,5.630741516609937,0.26123345,0.49441972,0.5793255,0.6538911,0.12721244,1.0,0.16099806,0.43303686,0.4764786,0.12586845,0.36175606,0.3267132,0.53458846,0.0,0.5113307,0.55630517,0.3373091,0.40355265,0.10049439,0.033239663,0.0027812736,2.6192374e-05,0.0002566947,0.006732172,0.0012594756,0.03677838,0.9521658,testfilmpje.mp4,47
48,557.9734215966921,263.8462708067602,239.0355637722646,337.62556688456635,0.9995285272598267,551.9637783013225,552.8073101385995,555.4536330361592,560.1106022897001,569.9861769263109,587.3617965702429,610.4526852125471,636.4051415999971,668.342132838544,701.2842118036733,730.9213861336996,757.2994782949842,778.2195411771571,790.8998914718175,797.6222344407026,803.1856976529543,806.98559359464,563.040692431842,578.2109715540898,599.4668364420531,621.9032909139272,643.3633585821545,692.7177651081931,715.9282509914219,740.6251718005725,764.948050880358,783.1899807760047,666.7042362477905,665.9716322098445,664.8157106888522,663.7530158510682,641.8566265374044,652.7912555707958,664.5134514529043,677.3377289673344,689.4268064411132,586.761866382199,600.7200899528578,619.2405769760288,634.8957531803856,619.1306513544864,600.8984051526533,703.144809203272,718.0950076682425,736.944015815197,752.4619781835246,738.4305473365682,720.1537223347862,621.9699296996579,638.4883311385604,653.9638881045533,664.5302832099813,676.6927249276628,695.2531300203439,714.6981803884996,696.9065543296061,678.9822544208106,665.6537245110759,653.3567977788143,638.2005370711767,629.2658564477333,653.5684504831219,664.82279837996,677.4914485507985,708.257292410624,678.2509061237082,665.4619342460738,653.8639721864664,394.6707285627707,427.55629918993674,459.8264119105499,492.35157284116303,523.2865794819428,550.7193732075644,573.8604552603202,593.6792092737676,600.3333800041612,596.3110005933917,579.6328302809995,556.6499232768165,527.9955110501046,494.4323354190573,458.80592928420174,423.5841735617747,388.199630358061,383.6313900621106,369.57882896057384,364.2019640079131,365.6666287344017,371.3791507996784,368.96571349367173,359.476309352555,355.49431891411183,359.1760061744597,372.5316552566442,394.70033506804555,414.2252819473772,433.1641842345318,452.8585474578727,476.28844990466337,479.3990165697835,481.72317553158064,478.5314203911473,474.95282462428895,403.17718948410516,392.06061084713053,390.9866264161851,402.72439831452715,408.99576127851265,410.15930176558504,400.6371638415157,387.059079587972,386.46525906210945,396.9896592958631,405.24124104923425,405.7618180755059,520.3207128001886,512.7524834799447,507.7166487617788,510.7669157175424,507.0485463352431,511.62436937397996,518.3104166027119,531.5827279608317,537.320425215137,538.2652977533812,537.0142176401903,531.60424459721,520.8237577523741,518.7794841055323,519.9416481074492,518.1793365777269,519.0861988065888,521.8573773598556,523.2618510468683,521.6664564538993,-1.4873452574526438,-0.36750807046476863,5.856053086442396,0.280065,0.523669,0.6016614,0.5881374,0.14142404,1.0,0.1609134,0.62688905,0.46876544,0.18959561,0.29073247,0.19907945,0.4800359,0.0,0.55554396,0.5622579,0.49538678,0.346066,0.17138574,0.040828113,0.003893512,2.485769e-05,0.00014674228,0.00811425,0.0013218247,0.027499827,0.95899904,testfilmpje.mp4,48
49,558.0978152830788,264.37737220982143,238.97175174936388,336.99320782844376,0.9995203018188477,551.5492771345544,552.5526932791872,555.4442433746756,560.3473078900491,570.3502912876949,587.7429422437366,610.7198504741727,636.5870614371137,668.3942149279251,701.1389394651967,730.5443829067675,756.6458932297475,777.3144688833764,789.7717805600827,796.3310297704451,801.8149918298686,805.5985390286052,563.1123741738197,578.3169274980381,599.6196938272483,622.1271235550189,643.6508237800283,691.5571429424361,714.8077479202868,739.4859628458138,763.7686130578383,782.0010104677042,666.5470330487433,665.8874130408398,664.7951207771489,663.8044132727694,642.0884383710426,652.9345065756182,664.5551329598321,677.2210736279295,689.1448996057785,587.1932106965519,601.0466168213975,619.4356155318316,634.998463327748,619.3657149974854,601.2848209699068,702.6731838832001,717.444058624973,736.1205172569981,751.5186890354477,737.6806730799744,719.5613217066893,622.3020315644961,638.6818237778602,654.0337165818461,664.5448768641892,676.6412486955271,694.9808470110844,714.2306105429118,696.6637626345525,678.9814583263593,665.7699198840567,653.581158829219,638.4972622635536,629.5911869752288,653.680971971539,664.8653346587181,677.4491060435098,707.8244917100328,678.2150351227011,665.5304743984718,654.0242920615256,394.77930175034237,427.64361646042744,459.8459007993556,492.23445801050036,523.0345617340747,550.4040918537287,573.5535097822049,593.3948487672944,599.9863968452513,595.9219218093403,579.1337417499661,556.1204611380375,527.5300820305769,494.0883406995263,458.5931627057076,423.55033758363936,388.3486574713609,383.30739477885834,369.16259984031893,363.7775229333628,365.2600409559498,371.07695854337084,368.8361643449218,359.4150546884439,355.50005832968753,359.2260460539348,372.56310416265404,394.47088372026377,413.91787522529404,432.7893322445127,452.4430003466988,475.71327388869645,478.7633234458151,481.09624172780605,477.86919919699596,474.3125153876621,403.0384355414761,392.0447205358182,390.9638895493969,402.5560254399566,408.80737484833975,409.9650723189094,400.6415341669258,387.2569919021161,386.63421429653954,397.0238561154665,405.2100161591059,405.74060942205926,519.9745814803523,512.3194365132356,507.1978966725811,510.2055479400739,506.48206699361015,511.01728597289457,517.7162157337866,530.9724664144384,536.7044548526287,537.70003129078,536.5161331716467,531.1913997087374,520.4695736780541,518.3211445994723,519.4267541201377,517.6489907026515,518.4888817782709,521.2210285259092,522.6592199682677,521.1097902617686,-1.2528237241616083,-0.46489591095988914,6.30301561829865,0.31610817,0.49173397,0.8396165,0.62432843,0.13686675,1.0,0.16610484,0.68325484,0.5045722,0.18222111,0.3875669,0.12359826,0.49769148,0.0,0.6293173,0.56359625,0.3807506,0.29535332,0.35872942,0.026430458,0.002508571,1.8235765e-05,9.5759126e-05,0.0062837605,0.0012714292,0.0211666,0.9686556,testfilmpje.mp4,49
50,558.2288187818067,264.9860773278061,238.98944417938912,335.7792751913266,0.9995369911193848,550.8779897307289,551.8455787828511,554.6080877962373,559.361211704713,569.3999421162798,587.0880790552565,610.4437377352823,636.6660783217042,668.564850883943,701.1845719162259,730.2608534938296,756.0843469945536,776.5060286797191,788.7707626951682,795.23872853182,800.6955148147215,804.4630070460898,563.1803760926946,578.6793512071267,600.226904699776,622.8396995749171,644.4080396125578,691.5644724337269,714.7167928316389,739.2015655878647,763.3009646861688,781.358456073929,667.0252896050829,666.4510477902436,665.4686643860537,664.6074217478214,642.8060226315023,653.6248849255855,665.1011352144734,677.526505632204,689.2392854281368,587.9072202337894,601.8904647444251,620.2160197045955,635.4919207271548,619.9235910832036,601.9004557354319,702.4346466323439,717.1475817301546,735.6716716113775,750.8358104304506,737.1178675596151,719.1374941336887,622.7851694184725,639.1514213934697,654.5212881667841,664.9903697084075,677.0155961329538,695.0865849652952,714.0917794903853,696.8927207746366,679.4450641071775,666.3346863685417,654.1720357840409,639.0170713845943,630.1316339679682,654.1752660443544,665.3083281938384,677.7965265742465,707.7297757987383,678.7150012595202,666.1134795832811,654.6361245213493,392.73016345888,425.82127433728397,458.2914547313361,490.9013769070546,521.8007021249344,549.0537959614303,571.9804304398925,591.5745650646684,598.0593426650338,593.8970862048697,576.9533981799277,553.974911418812,525.5499656010762,492.2614005578582,457.0033373956153,422.18786792993285,387.19146786148633,382.2391185488055,368.2211697545042,363.11833113978315,364.875496683108,370.96839207131393,368.7999627539487,359.37382299109174,355.37099008454123,358.8745616424143,372.0965574837045,394.3368637169699,413.6110104362663,432.27205614974037,451.74999747045126,475.18574018776604,478.05889462319186,480.3093653474785,477.0694742950475,473.5594662333527,402.311980153723,391.5532559401233,390.61379056701304,402.2439165274891,408.395929281953,409.3885558536055,400.3497110930947,387.0736534230633,386.4485440145884,396.62381596851463,404.8972331355568,405.4506884054047,519.3157793472617,511.6107799197722,506.39958948791826,509.36535272459963,505.60179924930145,510.11580583996056,516.793270269287,530.2836779266642,536.0575821068111,537.0986385663607,535.9683596751036,530.6422728466711,519.8165057210628,517.5379593513748,518.5742364666688,516.766803749841,517.5994904065658,520.4906574459702,521.9285195627668,520.4266766766381,-1.296787913165617,-0.5517800100241913,6.812385412059293,0.26175338,0.46914053,0.5987958,0.6073856,0.12911399,0.0,0.15946725,0.32029822,0.47018176,0.1670424,0.35932958,0.21974811,0.46659544,0.0,0.58456814,0.55764735,0.70252705,0.41252625,0.41271433,0.043957412,0.0024815479,1.4890188e-05,7.529379e-05,0.0040047406,0.0015518554,0.01757924,0.9742924,testfilmpje.mp4,50
51,558.3303017652671,265.3611567283163,239.14991849554713,335.14478571428566,0.9995633959770203,553.5068477214039,554.5318657723469,557.3273472106384,562.2718487495733,572.4316749725564,590.0568915213729,613.3489405008239,639.363759599506,670.9989185537568,703.4947115251728,732.6278292239223,758.762409552317,779.6319065152031,792.4986637396164,799.6543972149457,805.6217473910348,809.747229303273,567.3698992390534,582.8359557752634,604.1046248752942,626.4518881568541,647.7033817322475,698.4788590454374,721.2429374315295,745.3283925721151,768.8520774127977,786.4155795328924,671.6975776651637,671.143106663589,670.1620042597302,669.3021493138151,646.847973485314,658.005664129745,669.8046143130157,682.4359601770623,694.298866117113,591.2760661135605,605.9638364637443,624.2838407391404,639.8954217920192,624.0433474370803,605.9648432635137,707.6239329794117,722.8023983600633,741.243494279153,756.6479862080353,742.4726529690538,724.5254882225479,625.6371714006007,643.0943243021965,659.1100995053555,669.7044736930949,681.7049036873613,699.95957384915,719.4877977763857,701.5512044274585,683.792407123523,670.5775009359929,658.2590900145573,642.787094558279,632.8448749211693,658.4702422947662,669.8194526239029,682.4082252405575,713.5075989175251,683.3197865460584,670.6608735454687,658.9510251417901,398.238586834039,431.2205801940952,463.71065598110636,496.38818829661096,527.4184763322592,554.7849001499397,577.9042350260921,597.7176949165685,604.7379179372208,600.3628935107095,583.3637506042106,560.6558372623971,532.6268433107581,499.46293082094013,464.09604454997947,429.11022000602566,393.84916756796747,384.8834717929082,371.2465007591912,366.03657563819206,367.3696624328605,372.9569217245774,371.22686816368787,362.49896890559194,359.16502338348795,363.08871385623047,376.2858092764113,397.7584632011498,417.2015286478902,435.91708537554564,455.41556076673777,480.7712136735388,483.53969729658536,485.46541759837356,482.2154439713222,478.5699658348576,406.3232848680257,395.34643463931764,394.452240629839,406.41914658892665,412.20977943406274,413.0782401208639,404.5620804428424,391.17080450999396,390.636265746711,401.16622872063175,408.9556227936838,409.4348954410535,523.6176633742298,516.5214749138338,511.52743642910207,514.3530679247737,510.6241692359873,514.6297460899744,520.4733557801195,533.5731871511493,539.7069229748436,540.8492092274989,539.6916292069179,534.3761099672471,524.1891900433267,522.3997952246001,523.4594519818952,521.4565436977863,521.3941221120834,525.1424616249885,526.6395009678193,525.1073434901748,-1.4403458987856192,-0.589196043492806,6.994697886806565,0.3318982,0.5304177,0.36811695,0.5963163,0.13043845,1.0,0.15292077,0.14976445,0.49496365,0.22544019,0.35462785,0.21464849,0.51752937,0.0,0.56204784,0.5599334,0.49664664,0.3148781,0.39662164,0.035322297,0.0025992217,1.5164328e-05,7.248004e-05,0.0047297217,0.0017023595,0.021410732,0.9694704,testfilmpje.mp4,51
52,558.4211494115776,265.6938156887755,239.00673902671758,334.7232130102041,0.9995705485343933,553.0516479282946,554.0711270517445,556.9190248950201,561.9374981162041,572.226761601536,590.0123718551386,613.4266704158988,639.5546520611475,671.192549373821,703.5119828153559,732.3464412228677,758.2821625005743,779.1339072427835,792.0281484768435,799.1872824592559,805.0004382506191,808.9227364903841,568.018413069586,583.5949743246292,604.816168772551,627.0696150113887,648.2300106045228,699.3400728961198,721.8670601136453,745.6389454809068,768.7867058844108,786.0533651727129,672.5373783839173,672.1555510416912,671.3734376381836,670.7393890180725,647.9353294845562,659.1442130567876,670.9661487554706,683.4590624830106,695.1690488038681,591.8459379479825,606.6269786884012,624.8968490072892,640.4292266488213,624.6281202238415,606.6173423272861,707.98078842202,723.0307015935056,741.2966694854077,756.5538661712673,742.5255988081531,724.7486792355066,626.2534690927873,643.9246879590395,660.1990294945383,670.841486563354,682.8376189414762,700.9604898634761,720.1258115573485,702.5456173990716,684.8948204360028,671.6425015994093,659.199756802843,643.4537392397913,633.5174418958793,659.4712986854983,670.8625668514583,683.4424951242734,714.1788001262456,684.4818095897951,671.8000950082065,660.0017055484225,397.9881678126212,431.08674594020204,463.73203203505034,496.5498628617181,527.6057359336676,555.0368289262964,578.2011327472677,598.0205778160216,605.0229683047164,600.4048649392587,583.1212552319017,560.3392456079184,532.4107966753954,499.4019623978527,464.22464760351403,429.36201686010287,394.2267070237185,384.4728660973444,370.98850847335063,365.824951156867,367.0893375002624,372.626019507381,371.2872117266524,362.780627165095,359.62233075819506,363.53073109081106,376.5266269566604,397.969026767375,417.41853133438406,436.14888803759493,455.6660266919344,480.96603543127503,483.71420591498463,485.6537360681911,482.43294097634396,478.8525480113279,406.0412089581125,395.1925816439709,394.3585156848857,406.30568816616164,411.92031097728176,412.7226427831788,404.805216960761,391.60747224879407,391.0932855961942,401.503332787927,409.1208463229155,409.5825537120009,523.4060062588641,516.4498463622523,511.50192806332075,514.3419611994502,510.64360959787604,514.6471645075167,520.4619004226902,534.0999969110351,540.5698138518843,541.8010894190751,540.6156135011101,534.9100497764593,524.0713580893059,522.5534815807234,523.623440871655,521.6397390755725,521.4720783628028,525.7522267630374,527.2671824366981,525.7130109630207,-1.8206733017782144,-0.4688096945864283,7.0906422144734265,0.2534265,0.46915334,0.44630614,0.65004605,0.13061194,0.0,0.145851,0.57593083,0.4787193,0.31481996,0.43315956,0.31512845,0.42119157,1.0,0.5232723,0.55764735,0.12009893,0.26848587,0.25545657,0.085807845,0.0028395855,1.3224947e-05,5.6177647e-05,0.0044496222,0.0014398543,0.013012479,0.97818905,testfilmpje.mp4,52
53,559.4356313613231,265.8204817442602,239.00087468193385,333.5147317442602,0.9996026158332825,553.3153334203845,554.4441321685514,557.3975930210725,562.3774145507438,572.6278122364463,590.3957860651602,613.6864637386818,639.739948479392,671.447183587444,703.7603552967322,732.5663775992243,758.482697052855,779.3115917909544,792.1886927968138,799.3797320646619,805.2951580175028,809.3377887776411,568.0117470844018,583.5725048230967,604.9151372346822,627.4135720648649,648.9828730952034,699.4231412096121,722.1630227273037,746.1408984890937,769.5156763747195,786.9329483829116,673.0298443794327,672.7190755485757,672.0363860236564,671.4810693770607,648.4035704144934,659.6098908769776,671.4338368086404,683.93885013661,695.7056041072688,591.8575744206912,606.6543215103532,624.8913290563814,640.5649201529696,624.7667949031294,606.7627297968111,708.2947057199261,723.2476065433659,741.4457903494425,756.831751802733,742.7246717765071,725.0136275056394,626.8115476561647,644.3944795489001,660.5442131028983,671.1693582803184,683.1551234684863,701.0464387088253,719.8234361715449,702.5234345200977,685.0498651071217,671.7998653590662,659.3743601879377,643.812767530104,634.006916576118,659.7788665832434,671.1324906366348,683.6837227026421,713.9007583496132,684.7062839541119,672.0361832575798,660.2653024008924,395.24153568111757,428.5099860867089,461.3745383952243,494.5465675677069,525.8635495428933,553.5635425348737,576.9597897697815,596.7779791081813,603.6209763693353,598.8861260786798,581.4951659507745,558.5460059872485,530.4514302102972,497.4910888217352,462.4634876456406,427.5905612037067,392.3386053276151,384.4881111417374,370.9762688243552,365.6650619248078,366.7345337044588,371.9980905760164,370.86398412761025,362.59022172063766,359.4920991999129,363.3902650942157,376.4073939670589,397.2355730601823,416.82990865006826,435.691447639294,455.3011457413329,480.1250331389969,482.8569839803007,484.8066632982655,481.7180111460574,478.1870665438072,404.885412322187,394.39397348112874,393.5388492992261,405.16223572634607,410.8620974849792,411.7034812833414,403.93610926143396,391.050659064187,390.5567089742892,400.59600331946825,408.20512238233476,408.7128724928544,522.640737812505,515.5906806049422,510.6561415111316,513.4817225701375,509.7614183072198,513.7729900753967,519.5986502934063,532.9801140235654,539.3571309859695,540.6252538835605,539.4702983115184,533.8833772575248,523.1964122815887,521.431488641612,522.5323414534633,520.4874574988493,520.5347616317672,524.5371492894179,526.1299364578181,524.5875068409006,-1.7381237718908797,-0.3218948037394155,7.420599323167789,0.25926867,0.52368814,0.6175199,0.579018,0.1350202,0.0,0.14512883,0.028446725,0.4979135,0.25519404,0.62698257,0.20048806,0.49375877,0.0,0.6385303,0.55764735,0.59400034,0.28397125,0.42448938,0.017722987,0.0027524093,9.982456e-06,4.237531e-05,0.003258494,0.0017333125,0.009680142,0.9825233,testfilmpje.mp4,53
