Frame,Person,FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight
1411,1,924,516,79,79
1413,0,916,104,114,113
1413,2,283,501,95,95
1413,1,924,516,79,79
1413,1,297,100,137,137
1415,0,906,100,136,137
1415,1,924,516,79,79
1415,2,271,495,113,114
1415,1,297,100,137,137
1417,0,906,100,136,137
1417,1,907,511,95,95
1417,2,271,495,113,114
1417,1,297,100,137,137
1419,0,906,100,136,137
1419,2,271,495,113,114
1419,1,907,511,95,95
1419,1,297,100,137,137
1421,0,906,100,136,137
1421,1,907,511,95,95
1421,2,271,495,113,114
1421,1,297,100,137,137
1423,0,906,100,136,137
1423,2,271,495,113,114
1423,1,907,511,95,95
1423,1,297,100,137,137
1425,0,906,100,136,137
1425,2,271,484,113,114
1425,1,907,511,95,95
1425,1,297,100,137,137
1427,0,906,100,136,137
1427,2,271,484,113,114
1427,1,907,511,95,95
1427,1,297,100,137,137
1429,0,906,100,136,137
1429,1,907,511,95,95
1429,2,271,484,113,114
1429,1,297,100,137,137
1431,0,906,100,136,137
1431,1,897,511,95,95
1431,2,271,484,113,114
1431,1,297,100,137,137
1433,0,906,100,136,137
1433,1,897,511,95,95
1433,2,271,484,113,114
1433,1,297,100,137,137
1435,0,906,87,136,136
1435,1,907,511,95,95
1435,2,283,501,95,95
1435,1,297,100,137,137
1437,0,906,87,136,136
1437,1,907,511,95,95
1437,2,283,501,95,95
1437,1,297,100,137,137
1439,1,916,511,95,95
1439,0,906,100,136,137
1439,2,283,501,95,95
1439,1,297,100,137,137
1441,1,916,501,95,95
1441,0,906,100,136,137
1441,2,293,501,94,95
1441,1,297,100,137,137
1443,1,916,501,95,95
1443,0,906,100,136,137
1443,2,283,501,95,95
1443,1,297,100,137,137
1445,0,906,100,136,137
1445,1,907,511,95,95
1445,2,283,501,95,95
1445,1,297,100,137,137
1447,0,906,100,136,137
1447,2,283,501,95,95
1447,1,916,501,95,95
1447,1,297,100,137,137
1449,0,906,100,136,137
1449,1,926,501,95,95
1449,2,283,501,95,95
1449,1,297,100,137,137
1451,0,906,100,136,137
1451,1,916,511,95,95
1451,2,283,501,95,95
1451,1,297,100,137,137
1453,1,916,511,95,95
1453,0,906,100,136,137
1453,2,283,501,95,95
1453,1,297,100,137,137
1455,1,916,511,95,95
1455,0,906,100,136,137
1455,2,283,501,95,95
1455,1,297,100,137,137
1457,0,906,100,136,137
1457,2,293,501,94,95
1457,1,916,511,95,95
1457,1,297,100,137,137
1459,2,293,501,94,95
1459,0,906,100,136,137
1459,1,916,511,95,95
1459,1,297,100,137,137
1461,2,293,501,94,95
1461,0,906,100,136,137
1461,1,926,511,95,95
1461,1,297,100,137,137
1463,2,293,501,94,95
1463,0,906,100,136,137
1463,1,926,501,95,95
1463,1,297,100,137,137
1465,2,283,501,95,95
1465,0,916,104,114,113
1465,1,926,501,95,95
1465,1,297,100,137,137
1467,2,283,501,95,95
1467,0,906,100,136,137
1467,1,926,501,95,95
1467,1,297,100,137,137
1469,2,283,501,95,95
1469,0,906,100,136,137
1469,1,926,501,95,95
1469,1,297,100,137,137
1471,0,906,100,136,137
1471,2,283,501,95,95
1471,1,926,501,95,95
1471,1,297,100,137,137
1473,0,906,100,136,137
1473,2,283,501,95,95
1473,1,916,511,95,95
1473,1,297,100,137,137
1475,0,906,100,136,137
1475,2,293,501,94,95
1475,1,916,511,95,95
1475,1,297,100,137,137
1477,0,906,100,136,137
1477,2,293,501,94,95
1477,1,916,511,95,95
1477,1,297,100,137,137
1479,0,906,100,136,137
1479,2,293,501,94,95
1479,1,916,511,95,95
1479,1,297,100,137,137
1481,2,293,501,94,95
1481,0,906,100,136,137
1481,1,916,511,95,95
1481,1,297,100,137,137
1483,2,293,501,94,95
1483,0,906,100,136,137
1483,1,916,501,95,95
1483,1,297,100,137,137
1485,0,906,100,136,137
1485,2,282,484,114,114
1485,1,916,501,95,95
1485,1,297,100,137,137
1487,2,293,501,94,95
1487,0,906,100,136,137
1487,1,916,501,95,95
1487,1,297,100,137,137
1489,2,293,501,94,95
1489,0,906,100,136,137
1489,1,916,501,95,95
1489,1,297,100,137,137
1491,2,293,501,94,95
1491,0,906,100,136,137
1491,1,916,501,95,95
1491,1,297,100,137,137
1493,2,282,484,114,114
1493,0,906,100,136,137
1493,1,916,501,95,95
1493,1,297,100,137,137
1495,1,916,501,95,95
1495,2,282,484,114,114
1495,0,906,100,136,137
1495,1,297,100,137,137
1497,1,916,501,95,95
1497,2,282,484,114,114
1497,0,906,100,136,137
1497,1,297,100,137,137
1499,2,282,484,114,114
1499,0,906,100,136,137
1499,1,916,501,95,95
1499,1,297,100,137,137
1501,0,906,100,136,137
1501,2,282,484,114,114
1501,1,907,501,95,95
1501,1,297,100,137,137
1503,0,906,100,136,137
1503,2,271,495,113,114
1503,1,907,501,95,95
1503,1,297,100,137,137
1505,0,906,100,136,137
1505,2,271,495,113,114
1505,1,897,501,95,95
1505,1,297,100,137,137
1507,0,906,100,136,137
1507,1,897,501,95,95
1507,2,271,495,113,114
1507,1,305,127,114,113
1509,0,906,100,136,137
1509,2,293,501,94,95
1509,1,897,501,95,95
1509,1,305,127,114,113
1511,0,906,100,136,137
1511,1,897,501,95,95
1511,2,293,501,94,95
1511,1,305,127,114,113
1513,0,906,100,136,137
1513,1,897,501,95,95
1513,2,293,501,94,95
1513,1,305,127,114,113
1515,0,906,100,136,137
1515,1,907,501,95,95
1515,2,293,501,94,95
1515,1,297,100,137,137
1517,0,906,100,136,137
1517,1,907,501,95,95
1517,2,293,501,94,95
1517,1,297,100,137,137
1519,0,906,100,136,137
1519,2,293,501,94,95
1519,1,907,501,95,95
1519,1,297,100,137,137
1521,0,906,100,136,137
1521,2,293,501,94,95
1521,1,907,501,95,95
1521,1,297,100,137,137
1523,0,906,100,136,137
1523,2,293,501,94,95
1523,1,297,100,137,137
1523,1,916,501,95,95
1525,0,906,100,136,137
1525,2,282,484,114,114
1525,1,916,501,95,95
1525,1,305,127,114,113
1527,0,906,100,136,137
1527,2,282,484,114,114
1527,1,907,501,95,95
1527,1,305,127,114,113
1529,0,906,100,136,137
1529,2,293,501,94,95
1529,1,907,501,95,95
1529,1,305,127,114,113
1531,2,293,501,94,95
1531,0,906,100,136,137
1531,1,907,501,95,95
1531,1,297,100,137,137
1533,0,916,104,114,113
1533,2,293,501,94,95
1533,1,907,501,95,95
1533,1,297,100,137,137
1535,0,916,104,114,113
1535,2,293,501,94,95
1535,1,907,501,95,95
1535,1,297,100,137,137
1537,0,916,104,114,113
1537,2,293,501,94,95
1537,1,907,501,95,95
1537,1,297,100,137,137
1539,1,916,501,95,95
1539,2,293,501,94,95
1539,0,916,104,114,113
1539,1,297,100,137,137
1541,0,916,104,114,113
1541,2,293,501,94,95
1541,1,907,511,95,95
1541,1,297,100,137,137
1543,0,916,104,114,113
1543,2,293,501,94,95
1543,1,897,511,95,95
1543,1,297,100,137,137
1545,0,916,104,114,113
1545,1,907,501,95,95
1545,2,293,501,94,95
1545,1,297,100,137,137
1547,0,916,104,114,113
1547,1,907,501,95,95
1547,2,293,501,94,95
1547,1,297,100,137,137
1549,0,916,104,114,113
1549,2,293,501,94,95
1549,1,907,501,95,95
1549,1,305,127,114,113
1551,0,916,104,114,113
1551,2,293,501,94,95
1551,1,907,501,95,95
1551,11,305,115,114,114
1553,0,916,104,114,113
1553,1,897,501,95,95
1553,2,293,501,94,95
1553,1,305,127,114,113
1555,0,916,104,114,113
1555,1,907,501,95,95
1555,2,293,501,94,95
1555,1,305,127,114,113
1557,0,916,104,114,113
1557,1,907,501,95,95
1557,2,293,501,94,95
1557,11,305,115,114,114
1559,0,916,104,114,113
1559,1,907,501,95,95
1559,2,293,501,94,95
1559,11,305,115,114,114
1561,0,916,104,114,113
1561,1,916,501,95,95
1561,2,293,501,94,95
1561,1,297,114,137,137
1563,0,916,104,114,113
1563,2,283,501,95,95
1563,1,916,501,95,95
1563,1,297,100,137,137
1565,0,916,104,114,113
1565,2,283,501,95,95
1565,1,916,501,95,95
1565,1,297,100,137,137
1567,0,916,104,114,113
1567,1,916,501,95,95
1567,2,271,484,113,114
1567,1,297,100,137,137
1569,0,916,104,114,113
1569,1,916,492,95,94
1569,2,271,495,113,114
1569,1,297,100,137,137
1571,0,906,87,136,136
1571,1,916,492,95,94
1571,2,282,495,114,114
1571,1,297,100,137,137
1573,0,906,87,136,136
1573,2,293,501,94,95
1573,1,907,501,95,95
1573,1,297,100,137,137
1575,0,906,87,136,136
1575,2,282,495,114,114
1575,1,926,501,95,95
1575,1,297,100,137,137
1577,0,906,87,136,136
1577,2,294,495,113,114
1577,1,926,501,95,95
1577,1,297,100,137,137
1579,0,906,87,136,136
1579,2,294,495,113,114
1579,1,926,501,95,95
1579,1,297,100,137,137
1581,0,906,87,136,136
1581,1,926,501,95,95
1581,1,297,100,137,137
1581,2,305,484,114,114
1583,0,906,87,136,136
1583,1,305,115,114,114
1583,1,926,501,95,95
1583,2,312,501,95,95
1585,0,906,87,136,136
1585,1,297,100,137,137
1585,1,924,508,79,79
1585,2,305,484,114,114
1587,0,916,104,114,113
1587,1,924,500,79,79
1587,1,297,100,137,137
1587,2,305,484,114,114
1589,0,916,104,114,113
1589,1,916,492,95,94
1589,1,297,100,137,137
1589,2,305,484,114,114
1591,0,906,87,136,136
1591,1,916,492,95,94
1591,1,284,87,136,136
1591,2,305,484,114,114
1593,0,906,87,136,136
1593,1,916,501,95,95
1593,1,284,87,136,136
1593,2,305,484,114,114
1595,0,906,87,136,136
1595,1,907,501,95,95
1595,1,284,87,136,136
1595,2,305,484,114,114
1597,0,906,87,136,136
1597,1,897,501,95,95
1597,1,284,87,136,136
1597,2,305,484,114,114
1599,0,916,104,114,113
1599,1,907,501,95,95
1599,1,284,87,136,136
1599,2,305,484,114,114
1601,0,916,104,114,113
1601,1,897,501,95,95
1601,1,284,87,136,136
1601,2,305,484,114,114
1603,1,897,501,95,95
1603,0,916,104,114,113
1603,1,284,87,136,136
1603,2,305,484,114,114
1605,1,907,501,95,95
1605,1,284,87,136,136
1605,0,927,104,114,113
1605,2,305,484,114,114
1607,1,897,501,95,95
1607,1,284,87,136,136
1607,0,927,104,114,113
1607,2,305,484,114,114
1609,1,897,501,95,95
1609,1,297,100,137,137
1609,2,305,484,114,114
1609,0,927,104,114,113
1611,1,907,501,95,95
1611,1,297,100,137,137
1611,2,305,484,114,114
1611,0,927,104,114,113
1613,1,916,492,95,94
1613,1,297,100,137,137
1613,2,305,484,114,114
1613,0,927,104,114,113
1615,1,907,511,95,95
1615,2,305,484,114,114
1615,1,297,100,137,137
1615,0,927,115,114,114
1617,1,907,511,95,95
1617,1,297,100,137,137
1617,2,305,484,114,114
1617,0,927,115,114,114
1619,1,907,511,95,95
1619,1,297,100,137,137
1619,2,305,484,114,114
1619,0,927,115,114,114
1621,1,907,511,95,95
1621,1,305,115,114,114
1621,2,305,484,114,114
1621,0,916,104,114,113
1623,1,907,511,95,95
1623,1,297,100,137,137
1623,2,305,484,114,114
1623,6,916,104,114,113
1625,2,305,484,114,114
1625,1,907,511,95,95
1625,11,297,100,137,137
1625,0,916,104,114,113
1627,2,317,484,114,114
1627,1,907,511,95,95
1627,11,297,100,137,137
1627,0,916,104,114,113
1629,2,317,484,114,114
1629,11,297,100,137,137
1629,1,904,495,114,114
1629,0,916,104,114,113
1631,1,297,100,137,137
1631,2,305,484,114,114
1631,1,907,511,95,95
1631,0,916,104,114,113
1633,1,297,100,137,137
1633,2,305,484,114,114
1633,1,916,492,95,94
1633,0,916,104,114,113
1635,1,297,100,137,137
1635,2,305,484,114,114
1635,0,916,104,114,113
1635,1,904,495,114,114
1637,1,305,127,114,113
1637,1,916,492,95,94
1637,0,916,104,114,113
1637,2,305,484,114,114
1639,1,907,501,95,95
1639,1,305,127,114,113
1639,2,305,484,114,114
1639,0,916,104,114,113
1641,1,907,501,95,95
1641,1,305,127,114,113
1641,2,305,484,114,114
1641,0,916,104,114,113
1643,1,907,501,95,95
1643,1,305,127,114,113
1643,2,305,484,114,114
1643,0,916,104,114,113
1645,1,907,501,95,95
1645,1,305,127,114,113
1645,2,305,495,114,114
1645,0,916,104,114,113
1647,1,305,127,114,113
1647,1,907,501,95,95
1647,2,305,495,114,114
1647,0,916,104,114,113
1649,1,907,501,95,95
1649,1,305,127,114,113
1649,0,916,104,114,113
1649,2,305,495,114,114
1651,1,904,495,114,114
1651,1,305,127,114,113
1651,0,916,104,114,113
1651,2,305,495,114,114
1653,1,897,501,95,95
1653,0,916,104,114,113
1653,1,305,127,114,113
1653,2,305,495,114,114
1655,1,897,501,95,95
1655,0,916,104,114,113
1655,1,305,127,114,113
1655,2,305,484,114,114
1657,1,897,501,95,95
1657,0,916,104,114,113
1657,1,305,127,114,113
1657,2,305,484,114,114
1659,1,897,501,95,95
1659,0,916,115,114,114
1659,1,305,127,114,113
1659,2,305,484,114,114
1661,6,916,104,114,113
1661,1,893,495,113,114
1661,1,305,127,114,113
1661,2,305,484,114,114
1663,0,916,104,114,113
1663,1,893,472,113,114
1663,1,305,127,114,113
1663,2,305,484,114,114
1665,6,916,104,114,113
1665,1,916,500,79,79
1665,1,305,127,114,113
1665,2,321,501,95,95
1667,2,321,492,95,94
1667,1,897,492,95,94
1667,0,916,104,114,113
1667,1,305,127,114,113
1669,6,916,104,114,113
1669,1,893,484,113,114
1669,2,321,492,95,94
1669,1,305,127,114,113
1671,6,916,104,114,113
1671,2,321,492,95,94
1671,1,893,484,113,114
1671,1,305,127,114,113
1673,6,916,104,114,113
1673,1,305,127,114,113
1673,2,321,492,95,94
1673,1,907,482,95,95
1675,6,916,104,114,113
1675,11,305,127,114,113
1675,1,908,492,79,79
1675,2,305,484,114,114
1677,6,916,104,114,113
1677,1,908,492,79,79
1677,1,305,127,114,113
1677,2,305,484,114,114
1679,6,916,104,114,113
1679,1,908,492,79,79
1679,1,305,127,114,113
1679,2,305,484,114,114
1681,6,916,104,114,113
1681,1,908,492,79,79
1681,2,305,484,114,114
1681,1,305,127,114,113
1683,6,916,104,114,113
1683,1,916,492,79,79
1683,1,305,127,114,113
1683,2,305,484,114,114
1685,1,908,492,79,79
1685,0,916,104,114,113
1685,1,305,127,114,113
1685,2,305,484,114,114
1687,1,916,492,79,79
1687,6,916,104,114,113
1687,2,305,484,114,114
1687,1,305,127,114,113
1689,1,907,482,95,95
1689,0,916,104,114,113
1689,2,305,484,114,114
1689,1,305,127,114,113
1691,1,897,492,95,94
1691,0,916,104,114,113
1691,2,305,484,114,114
1691,1,305,127,114,113
1693,1,916,500,79,79
1693,6,916,104,114,113
1693,2,305,484,114,114
1693,11,305,127,114,113
1695,1,907,492,95,94
1695,6,916,104,114,113
1695,2,305,484,114,114
1695,1,305,127,114,113
1697,1,907,501,95,95
1697,1,305,127,114,113
1697,6,916,104,114,113
1697,2,305,484,114,114
1699,1,907,501,95,95
1699,6,916,104,114,113
1699,1,305,127,114,113
1699,2,317,484,114,114
1701,1,907,501,95,95
1701,4,916,104,114,113
1701,1,305,127,114,113
1701,2,305,484,114,114
1703,1,897,511,95,95
1703,6,916,104,114,113
1703,2,305,495,114,114
1703,1,305,127,114,113
1705,1,907,511,95,95
1705,2,305,495,114,114
1705,1,305,127,114,113
1705,6,916,104,114,113
1707,1,907,511,95,95
1707,2,305,495,114,114
1707,1,305,127,114,113
1707,6,916,104,114,113
1709,1,907,511,95,95
1709,2,305,495,114,114
1709,1,305,127,114,113
1709,6,916,104,114,113
1711,1,904,507,114,114
1711,2,305,484,114,114
1711,1,305,127,114,113
1711,4,916,104,114,113
1713,6,916,104,114,113
1713,1,904,507,114,114
1713,2,305,484,114,114
1713,1,305,127,114,113
1715,1,907,511,95,95
1715,6,916,104,114,113
1715,2,305,484,114,114
1715,1,297,100,137,137
1717,1,907,511,95,95
1717,6,916,104,114,113
1717,2,305,484,114,114
1717,1,297,100,137,137
1719,1,907,511,95,95
1719,6,916,104,114,113
1719,2,305,484,114,114
1719,1,297,100,137,137
1721,1,907,511,95,95
1721,6,916,104,114,113
1721,11,297,100,137,137
1721,2,305,495,114,114
1723,1,904,507,114,114
1723,6,916,104,114,113
1723,1,284,114,136,137
1723,2,305,495,114,114
1725,6,916,104,114,113
1725,1,904,507,114,114
1725,1,284,114,136,137
1725,2,305,495,114,114
1727,6,916,104,114,113
1727,1,916,501,95,95
1727,2,305,495,114,114
1727,1,284,114,136,137
1729,4,916,104,114,113
1729,1,907,501,95,95
1729,2,305,495,114,114
1729,1,284,114,136,137
1731,6,916,104,114,113
1731,1,907,501,95,95
1731,2,305,495,114,114
1731,1,284,114,136,137
1733,0,916,104,114,113
1733,1,907,501,95,95
1733,1,284,114,136,137
1733,2,305,495,114,114
1735,4,916,104,114,113
1735,1,907,501,95,95
1735,1,284,114,136,137
1735,2,305,495,114,114
1737,6,916,104,114,113
1737,1,907,501,95,95
1737,2,305,495,114,114
1737,1,284,114,136,137
1739,6,916,104,114,113
1739,1,907,501,95,95
1739,1,297,100,137,137
1739,2,305,484,114,114
1741,1,907,501,95,95
1741,4,916,104,114,113
1741,1,297,100,137,137
1741,2,305,484,114,114
1743,1,916,501,95,95
1743,0,916,104,114,113
1743,1,297,100,137,137
1743,2,305,484,114,114
1745,1,916,501,95,95
1745,0,916,104,114,113
1745,1,297,100,137,137
1745,2,305,495,114,114
1747,4,916,104,114,113
1747,1,916,501,95,95
1747,1,297,100,137,137
1747,2,305,495,114,114
1749,0,916,104,114,113
1749,1,916,501,95,95
1749,1,297,100,137,137
1749,2,305,495,114,114
1751,4,916,104,114,113
1751,1,907,511,95,95
1751,1,297,100,137,137
1751,2,305,495,114,114
1753,0,916,104,114,113
1753,1,907,511,95,95
1753,1,305,115,114,114
1753,2,305,495,114,114
1755,4,916,104,114,113
1755,1,907,511,95,95
1755,1,305,115,114,114
1755,2,305,495,114,114
1757,1,907,511,95,95
1757,0,916,104,114,113
1757,1,305,115,114,114
1757,2,305,495,114,114
1759,1,907,511,95,95
1759,0,916,104,114,113
1759,1,305,115,114,114
1759,2,305,495,114,114
1761,1,907,511,95,95
1761,6,916,104,114,113
1761,1,305,115,114,114
1761,2,305,495,114,114
1763,1,907,511,95,95
1763,1,305,115,114,114
1763,6,916,104,114,113
1763,2,305,495,114,114
1765,1,916,501,95,95
1765,1,305,115,114,114
1765,6,916,104,114,113
1765,2,305,484,114,114
1767,1,916,501,95,95
1767,1,305,115,114,114
1767,6,916,104,114,113
1767,2,305,484,114,114
1769,6,916,104,114,113
1769,1,305,115,114,114
1769,1,916,501,95,95
1769,2,305,495,114,114
1771,6,916,104,114,113
1771,1,305,115,114,114
1771,1,924,516,79,79
1771,2,305,495,114,114
1773,4,916,104,114,113
1773,1,305,115,114,114
1773,1,916,516,79,79
1773,2,305,495,114,114
1775,1,305,115,114,114
1775,6,916,104,114,113
1775,1,924,524,79,79
1775,2,305,495,114,114
1777,1,305,115,114,114
1777,1,924,516,79,79
1777,4,916,104,114,113
1777,2,305,495,114,114
1779,1,924,516,79,79
1779,6,916,104,114,113
1779,1,305,115,114,114
1779,2,305,495,114,114
1781,0,916,104,114,113
1781,1,305,127,114,113
1781,1,924,516,79,79
1781,2,305,495,114,114
1783,6,916,104,114,113
1783,1,305,127,114,113
1783,1,924,516,79,79
1783,2,305,495,114,114
1785,0,916,104,114,113
1785,1,305,127,114,113
1785,1,924,516,79,79
1785,2,305,495,114,114
1787,6,916,104,114,113
1787,1,305,127,114,113
1787,1,924,516,79,79
1787,2,305,495,114,114
1789,6,916,104,114,113
1789,1,305,127,114,113
1789,1,924,508,79,79
1789,2,305,495,114,114
1791,0,916,104,114,113
1791,1,297,100,137,137
1791,2,305,495,114,114
1791,1,916,501,95,95
1793,0,916,104,114,113
1793,1,924,516,79,79
1793,1,297,100,137,137
1793,2,305,495,114,114
1795,0,916,104,114,113
1795,1,297,100,137,137
1795,2,305,495,114,114
1795,1,924,524,79,79
1797,6,916,104,114,113
1797,7,916,511,95,95
1797,1,297,100,137,137
1797,2,305,495,114,114
1799,10,916,104,114,113
1799,7,916,511,95,95
1799,1,297,100,137,137
1799,2,305,495,114,114
1801,7,924,524,79,79
1801,4,916,104,114,113
1801,1,297,100,137,137
1801,2,305,495,114,114
1803,7,924,524,79,79
1803,4,927,104,114,113
1803,1,284,114,136,137
1803,2,305,495,114,114
1805,12,907,520,95,95
1805,4,916,104,114,113
1805,1,284,114,136,137
1805,2,305,495,114,114
1807,1,916,520,95,95
1807,4,916,104,114,113
1807,1,284,114,136,137
1807,2,305,495,114,114
1809,1,916,520,95,95
1809,4,916,104,114,113
1809,2,305,495,114,114
1809,1,284,114,136,137
1811,7,916,520,95,95
1811,10,916,104,114,113
1811,1,284,114,136,137
1811,2,305,495,114,114
1813,1,916,520,95,95
1813,4,916,104,114,113
1813,1,284,114,136,137
1813,2,305,484,114,114
1815,1,916,520,95,95
1815,1,284,114,136,137
1815,4,927,104,114,113
1815,2,305,484,114,114
1817,1,916,520,95,95
1817,1,297,114,137,137
1817,4,927,104,114,113
1817,2,305,484,114,114
1819,1,907,520,95,95
1819,1,297,114,137,137
1819,2,305,484,114,114
1819,4,927,104,114,113
1821,1,907,520,95,95
1821,1,297,114,137,137
1821,6,927,104,114,113
1821,2,305,484,114,114
1823,1,916,520,95,95
1823,6,927,104,114,113
1823,1,297,114,137,137
1823,2,305,495,114,114
1825,1,916,520,95,95
1825,2,305,495,114,114
1825,4,927,104,114,113
1825,1,297,114,137,137
1827,2,305,495,114,114
1827,1,916,520,95,95
1827,1,297,114,137,137
1827,4,927,104,114,113
1829,1,904,518,114,114
1829,2,305,495,114,114
1829,1,284,114,136,137
1829,4,927,104,114,113
1831,1,904,518,114,114
1831,1,284,114,136,137
1831,2,305,495,114,114
1831,4,927,104,114,113
1833,2,305,495,114,114
1833,1,916,520,95,95
1833,1,284,114,136,137
1833,6,927,104,114,113
1835,1,916,511,95,95
1835,1,297,100,137,137
1835,2,305,495,114,114
1835,6,927,104,114,113
1837,1,916,511,95,95
1837,11,297,100,137,137
1837,2,305,495,114,114
1837,6,927,104,114,113
1839,2,305,495,114,114
1839,1,297,114,137,137
1839,1,916,501,95,95
1839,6,927,104,114,113
1841,1,916,501,95,95
1841,1,284,114,136,137
1841,2,305,495,114,114
1841,6,927,104,114,113
1843,1,916,501,95,95
1843,1,284,114,136,137
1843,2,305,495,114,114
1843,6,927,104,114,113
1845,1,932,508,79,79
1845,1,284,114,136,137
1845,2,305,495,114,114
1845,6,927,104,114,113
1847,1,916,492,95,94
1847,1,284,114,136,137
1847,2,305,495,114,114
1847,6,927,104,114,113
1849,1,916,501,95,95
1849,1,284,114,136,137
1849,2,305,495,114,114
1849,6,927,104,114,113
1851,1,916,492,95,94
1851,1,297,100,137,137
1851,2,305,495,114,114
1851,6,927,104,114,113
1853,1,907,492,95,94
1853,1,297,100,137,137
1853,2,305,495,114,114
1853,6,916,104,114,113
1855,1,907,501,95,95
1855,1,297,100,137,137
1855,2,305,495,114,114
1855,6,916,104,114,113
1857,1,907,501,95,95
1857,1,297,100,137,137
1857,6,916,104,114,113
1857,2,305,495,114,114
1859,1,916,492,95,94
1859,1,297,100,137,137
1859,6,916,104,114,113
1859,2,305,495,114,114
1861,1,916,492,95,94
1861,1,297,100,137,137
1861,6,916,104,114,113
1861,2,305,495,114,114
1863,1,916,492,95,94
1863,1,297,100,137,137
1863,6,916,104,114,113
1863,2,305,495,114,114
1865,1,916,492,95,94
1865,1,297,100,137,137
1865,2,305,495,114,114
1865,6,916,104,114,113
1867,1,916,501,95,95
1867,10,916,104,114,113
1867,1,297,100,137,137
1867,2,305,495,114,114
1869,1,916,501,95,95
1869,10,916,104,114,113
1869,1,297,100,137,137
1869,2,305,495,114,114
1871,10,916,104,114,113
1871,1,916,501,95,95
1871,1,297,100,137,137
1871,2,305,495,114,114
1873,0,916,104,114,113
1873,1,916,501,95,95
1873,1,297,100,137,137
1873,2,305,495,114,114
1875,0,916,104,114,113
1875,1,916,501,95,95
1875,1,284,114,136,137
1875,2,305,495,114,114
1877,0,927,104,114,113
1877,1,907,492,95,94
1877,1,284,114,136,137
1877,2,305,495,114,114
1879,0,927,104,114,113
1879,1,907,501,95,95
1879,1,284,114,136,137
1879,2,305,495,114,114
1881,0,927,104,114,113
1881,1,284,114,136,137
1881,1,893,484,113,114
1881,2,305,495,114,114
1883,1,893,484,113,114
1883,0,927,104,114,113
1883,1,284,114,136,137
1883,2,305,495,114,114
1885,1,907,501,95,95
1885,0,927,104,114,113
1885,1,284,114,136,137
1885,2,305,495,114,114
1887,0,927,104,114,113
1887,1,897,492,95,94
1887,1,284,114,136,137
1887,2,305,495,114,114
1889,0,927,104,114,113
1889,1,908,508,79,79
1889,1,284,114,136,137
1889,2,305,495,114,114
1891,0,927,104,114,113
1891,1,907,492,95,94
1891,1,284,114,136,137
1891,2,305,495,114,114
1893,0,927,104,114,113
1893,1,908,508,79,79
1893,1,284,114,136,137
1893,2,305,495,114,114
1895,0,927,104,114,113
1895,1,908,508,79,79
1895,1,284,114,136,137
1895,2,305,495,114,114
1897,0,927,104,114,113
1897,1,907,501,95,95
1897,1,284,114,136,137
1897,2,305,495,114,114
1899,0,927,104,114,113
1899,1,897,492,95,94
1899,1,284,114,136,137
1899,2,305,495,114,114
1901,0,927,104,114,113
1901,1,897,492,95,94
1901,1,284,114,136,137
1901,2,305,495,114,114
1903,0,927,104,114,113
1903,1,897,501,95,95
1903,1,284,114,136,137
1903,2,305,495,114,114
1905,0,927,104,114,113
1905,1,897,501,95,95
1905,1,284,114,136,137
1905,2,305,495,114,114
1907,0,927,104,114,113
1907,1,897,501,95,95
1907,1,284,114,136,137
1907,2,305,495,114,114
1909,0,927,104,114,113
1909,1,897,501,95,95
1909,1,284,114,136,137
1909,2,305,495,114,114
1911,0,927,104,114,113
1911,1,907,492,95,94
1911,1,284,114,136,137
1911,2,305,495,114,114
1913,0,927,104,114,113
1913,1,907,501,95,95
1913,1,284,114,136,137
1913,2,305,495,114,114
1915,0,927,104,114,113
1915,1,907,501,95,95
1915,1,297,114,137,137
1915,2,305,495,114,114
1917,0,927,104,114,113
1917,1,897,501,95,95
1917,1,305,127,114,113
1917,2,305,495,114,114
1919,0,927,104,114,113
1919,1,897,511,95,95
1919,1,284,114,136,137
1919,2,305,495,114,114
1921,1,897,511,95,95
1921,0,927,104,114,113
1921,1,305,127,114,113
1921,2,305,495,114,114
1923,1,897,511,95,95
1923,0,927,104,114,113
1923,1,305,127,114,113
1923,2,305,495,114,114
1925,0,927,104,114,113
1925,1,897,501,95,95
1925,1,305,127,114,113
1925,2,305,495,114,114
1927,0,927,104,114,113
1927,1,897,501,95,95
1927,1,284,114,136,137
1927,2,305,495,114,114
1929,0,927,104,114,113
1929,1,907,492,95,94
1929,2,305,495,114,114
1929,1,284,114,136,137
1931,0,927,104,114,113
1931,1,907,492,95,94
1931,2,305,495,114,114
1931,1,284,114,136,137
1933,0,927,104,114,113
1933,1,907,492,95,94
1933,2,305,495,114,114
1933,1,284,114,136,137
1935,0,927,104,114,113
1935,1,907,492,95,94
1935,2,305,495,114,114
1935,1,297,100,137,137
1937,0,927,104,114,113
1937,1,897,501,95,95
1937,2,305,495,114,114
1937,1,297,100,137,137
1939,0,927,104,114,113
1939,1,897,501,95,95
1939,2,305,495,114,114
1939,1,284,114,136,137
1941,0,927,104,114,113
1941,1,897,501,95,95
1941,2,305,495,114,114
1941,1,284,114,136,137
1943,0,927,104,114,113
1943,1,897,501,95,95
1943,2,305,495,114,114
1943,1,284,114,136,137
1945,0,927,104,114,113
1945,1,907,501,95,95
1945,2,305,495,114,114
1945,1,284,114,136,137
1947,0,927,104,114,113
1947,1,897,501,95,95
1947,2,305,495,114,114
1947,1,297,100,137,137
