Frame,Person,FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight
2807,1,294,115,113,114
2807,0,927,104,114,113
2807,1,916,511,95,95
2807,2,282,484,114,114
2809,1,294,115,113,114
2809,0,927,104,114,113
2809,2,282,484,114,114
2809,1,907,511,95,95
2811,1,294,115,113,114
2811,0,927,104,114,113
2811,1,907,511,95,95
2811,2,282,484,114,114
2813,1,294,115,113,114
2813,0,927,104,114,113
2813,2,282,484,114,114
2813,1,893,507,113,114
2815,0,927,104,114,113
2815,1,907,511,95,95
2815,1,294,115,113,114
2815,2,282,495,114,114
2817,0,927,104,114,113
2817,1,294,115,113,114
2817,1,897,511,95,95
2817,2,282,495,114,114
2819,1,294,115,113,114
2819,0,927,104,114,113
2819,2,282,495,114,114
2819,1,897,511,95,95
2821,1,294,115,113,114
2821,0,927,104,114,113
2821,1,897,520,95,95
2821,2,283,492,95,94
2823,0,927,104,114,113
2823,1,294,115,113,114
2823,1,888,520,94,95
2823,2,283,492,95,94
2825,0,927,104,114,113
2825,1,888,520,94,95
2825,1,284,100,136,137
2825,2,282,495,114,114
2827,0,927,104,114,113
2827,2,282,495,114,114
2827,1,284,100,136,137
2827,1,888,520,94,95
2829,0,927,104,114,113
2829,1,888,520,94,95
2829,1,294,115,113,114
2829,2,283,492,95,94
2831,0,927,115,114,114
2831,2,282,495,114,114
2831,1,897,511,95,95
2831,1,294,115,113,114
2833,0,927,115,114,114
2833,1,897,511,95,95
2833,2,293,492,94,94
2833,1,284,100,136,137
2835,0,927,115,114,114
2835,2,302,492,95,94
2835,1,897,511,95,95
2835,1,284,100,136,137
2837,0,927,115,114,114
2837,1,907,511,95,95
2837,1,284,100,136,137
2837,2,302,492,95,94
2839,0,927,115,114,114
2839,1,284,100,136,137
2839,1,893,507,113,114
2839,2,312,501,95,95
2841,0,927,115,114,114
2841,1,284,100,136,137
2841,1,916,516,79,79
2841,2,312,492,95,94
2843,0,927,115,114,114
2843,1,284,100,136,137
2843,1,916,520,95,95
2843,2,305,495,114,114
2845,0,927,115,114,114
2845,1,284,100,136,137
2845,1,916,511,95,95
2845,2,305,495,114,114
2847,0,927,104,114,113
2847,1,284,100,136,137
2847,1,916,520,95,95
2847,2,305,495,114,114
2849,0,927,104,114,113
2849,1,284,100,136,137
2849,1,916,520,95,95
2849,2,321,501,95,95
2851,0,927,104,114,113
2851,1,284,100,136,137
2851,1,926,520,95,95
2851,2,317,484,114,114
2853,0,927,104,114,113
2853,1,284,100,136,137
2853,1,926,511,95,95
2853,2,317,495,114,114
2855,0,927,104,114,113
2855,1,284,100,136,137
2855,1,926,511,95,95
2855,2,317,484,114,114
2857,0,927,104,114,113
2857,1,284,100,136,137
2857,1,926,511,95,95
2857,2,317,484,114,114
2859,0,927,104,114,113
2859,1,284,100,136,137
2859,1,916,511,95,95
2859,2,317,484,114,114
2861,0,927,104,114,113
2861,1,284,100,136,137
2861,1,904,507,114,114
2861,2,317,484,114,114
2863,1,907,511,95,95
2863,1,284,100,136,137
2863,0,927,104,114,113
2863,2,317,484,114,114
2865,0,927,104,114,113
2865,2,312,501,95,95
2865,1,907,511,95,95
2865,1,294,127,113,113
2867,0,927,104,114,113
2867,1,904,507,114,114
2867,1,294,127,113,113
2867,2,302,501,95,95
2869,0,927,104,114,113
2869,1,907,501,95,95
2869,1,284,100,136,137
2869,2,283,501,95,95
2871,0,927,104,114,113
2871,1,284,100,136,137
2871,1,897,501,95,95
2871,2,283,501,95,95
2873,0,927,104,114,113
2873,1,284,100,136,137
2873,1,897,501,95,95
2873,2,271,495,113,114
2875,0,927,104,114,113
2875,1,897,501,95,95
2875,1,284,100,136,137
2875,2,271,495,113,114
2877,0,927,104,114,113
2877,1,897,511,95,95
2877,1,284,100,136,137
2877,2,271,507,113,114
2879,0,927,104,114,113
2879,1,897,511,95,95
2879,1,284,100,136,137
2879,2,271,507,113,114
2881,0,927,104,114,113
2881,1,897,511,95,95
2881,1,284,100,136,137
2881,2,271,507,113,114
2883,0,927,104,114,113
2883,1,897,511,95,95
2883,1,294,115,113,114
2883,8,283,511,95,95
2885,0,906,100,136,137
2885,1,897,511,95,95
2885,1,294,115,113,114
2885,8,283,511,95,95
2887,0,906,100,136,137
2887,1,907,501,95,95
2887,1,294,115,113,114
2887,5,283,511,95,95
2889,0,927,115,114,114
2889,1,907,501,95,95
2889,1,294,115,113,114
2889,5,273,511,95,95
2891,0,927,115,114,114
2891,1,897,511,95,95
2891,1,294,115,113,114
2891,2,273,511,95,95
2893,0,927,115,114,114
2893,1,897,511,95,95
2893,1,294,115,113,114
2893,2,271,507,113,114
2895,0,927,104,114,113
2895,1,907,501,95,95
2895,1,294,115,113,114
2895,2,271,507,113,114
2897,0,906,100,136,137
2897,1,294,115,113,114
2897,1,904,495,114,114
2897,2,259,507,114,114
2899,0,906,100,136,137
2899,1,294,115,113,114
2899,1,904,495,114,114
2899,2,259,507,114,114
2901,0,906,100,136,137
2901,1,926,501,95,95
2901,1,294,115,113,114
2901,2,259,507,114,114
2903,0,906,100,136,137
2903,1,926,501,95,95
2903,1,284,100,136,137
2903,2,259,507,114,114
2905,0,906,100,136,137
2905,1,284,87,136,136
2905,1,926,501,95,95
2905,2,259,507,114,114
2907,0,906,100,136,137
2907,1,284,87,136,136
2907,1,907,501,95,95
2907,2,259,507,114,114
2909,0,927,115,114,114
2909,1,284,87,136,136
2909,1,907,501,95,95
2909,2,259,507,114,114
2911,0,927,115,114,114
2911,1,284,87,136,136
2911,1,907,501,95,95
2911,2,264,511,95,95
2913,0,906,100,136,137
2913,1,284,100,136,137
2913,1,907,501,95,95
2913,2,264,511,95,95
2915,0,906,100,136,137
2915,1,284,100,136,137
2915,1,907,501,95,95
2915,2,273,511,95,95
2917,0,906,100,136,137
2917,1,284,87,136,136
2917,1,907,501,95,95
2917,2,259,495,114,114
2919,0,906,100,136,137
2919,1,284,100,136,137
2919,1,907,501,95,95
2919,2,259,495,114,114
2921,0,906,100,136,137
2921,1,284,100,136,137
2921,1,907,501,95,95
2921,2,259,495,114,114
2923,0,906,100,136,137
2923,1,916,501,95,95
2923,1,284,100,136,137
2923,2,271,495,113,114
2925,0,906,100,136,137
2925,1,916,501,95,95
2925,2,271,495,113,114
2925,1,284,100,136,137
2927,0,916,104,114,113
2927,1,916,501,95,95
2927,1,284,100,136,137
2927,2,271,495,113,114
2929,0,916,104,114,113
2929,1,916,492,95,94
2929,1,294,127,113,113
2929,2,271,495,113,114
2931,0,916,104,114,113
2931,1,916,492,95,94
2931,1,294,127,113,113
2931,2,271,495,113,114
2933,1,916,492,95,94
2933,0,916,104,114,113
2933,1,294,127,113,113
2933,2,282,495,114,114
2935,1,916,492,95,94
2935,0,927,104,114,113
2935,1,284,114,136,137
2935,2,282,495,114,114
2937,1,916,492,95,94
2937,0,927,104,114,113
2937,1,284,114,136,137
2937,2,282,495,114,114
2939,1,916,492,95,94
2939,0,927,104,114,113
2939,1,284,114,136,137
2939,2,282,495,114,114
2941,0,927,104,114,113
2941,1,916,492,95,94
2941,1,284,114,136,137
2941,2,282,495,114,114
2943,1,916,492,95,94
2943,0,927,104,114,113
2943,1,294,127,113,113
2943,2,282,495,114,114
2945,0,927,104,114,113
2945,1,916,492,95,94
2945,1,294,127,113,113
2945,2,271,495,113,114
2947,0,927,104,114,113
2947,1,916,492,95,94
2947,1,305,127,114,113
2947,2,271,495,113,114
2949,0,927,104,114,113
2949,1,916,492,95,94
2949,1,305,127,114,113
2949,2,271,495,113,114
2951,0,927,104,114,113
2951,1,916,492,95,94
2951,1,305,127,114,113
2951,8,271,495,113,114
2953,0,927,104,114,113
2953,1,305,127,114,113
2953,1,916,492,95,94
2953,2,282,495,114,114
2955,0,927,104,114,113
2955,1,294,127,113,113
2955,1,916,492,95,94
2955,2,271,495,113,114
2957,0,927,104,114,113
2957,1,294,127,113,113
2957,1,907,501,95,95
2957,2,271,495,113,114
2959,1,294,127,113,113
2959,0,927,104,114,113
2959,1,907,501,95,95
2959,2,271,495,113,114
2961,0,906,100,136,137
2961,1,294,127,113,113
2961,2,271,495,113,114
2961,1,907,501,95,95
2963,0,906,100,136,137
2963,1,294,127,113,113
2963,1,907,501,95,95
2963,2,271,495,113,114
2965,0,906,100,136,137
2965,1,294,127,113,113
2965,1,907,501,95,95
2965,2,271,495,113,114
2967,0,906,100,136,137
2967,1,294,127,113,113
2967,1,916,492,95,94
2967,2,271,495,113,114
2969,0,906,100,136,137
2969,1,294,127,113,113
2969,1,916,492,95,94
2969,2,271,495,113,114
2971,0,906,100,136,137
2971,1,294,127,113,113
2971,1,907,501,95,95
2971,2,271,495,113,114
2973,1,907,501,95,95
2973,0,906,100,136,137
2973,1,294,127,113,113
2973,2,282,484,114,114
2975,0,906,100,136,137
2975,1,907,501,95,95
2975,1,294,127,113,113
2975,2,282,484,114,114
2977,0,906,100,136,137
2977,1,897,501,95,95
2977,1,294,127,113,113
2977,2,271,495,113,114
2979,0,906,100,136,137
2979,1,897,511,95,95
2979,1,294,127,113,113
2979,2,271,495,113,114
2981,0,906,100,136,137
2981,1,897,501,95,95
2981,1,294,127,113,113
2981,2,282,495,114,114
2983,0,906,100,136,137
2983,1,897,501,95,95
2983,1,294,127,113,113
2983,2,282,495,114,114
2985,0,906,100,136,137
2985,1,897,501,95,95
2985,1,294,127,113,113
2985,2,282,484,114,114
2987,0,906,100,136,137
2987,2,282,484,114,114
2987,1,897,501,95,95
2987,1,294,127,113,113
2989,2,293,501,94,95
2989,0,906,100,136,137
2989,1,897,501,95,95
2989,1,294,127,113,113
2991,2,293,501,94,95
2991,0,906,100,136,137
2991,1,897,501,95,95
2991,1,294,127,113,113
2993,0,906,100,136,137
2993,2,294,484,113,114
2993,1,897,501,95,95
2993,1,294,127,113,113
2995,0,906,100,136,137
2995,2,294,484,113,114
2995,1,897,501,95,95
2995,1,294,127,113,113
2997,0,906,100,136,137
2997,2,282,484,114,114
2997,1,897,501,95,95
2997,1,294,127,113,113
2999,0,906,100,136,137
2999,2,294,484,113,114
2999,1,897,511,95,95
2999,1,294,127,113,113
3001,0,906,100,136,137
3001,1,897,511,95,95
3001,2,294,484,113,114
3001,1,294,127,113,113
3003,0,906,100,136,137
3003,1,907,511,95,95
3003,2,302,492,95,94
3003,1,294,127,113,113
3005,1,907,511,95,95
3005,0,906,100,136,137
3005,2,294,484,113,114
3005,1,294,127,113,113
3007,1,916,501,95,95
3007,0,916,115,114,114
3007,2,294,484,113,114
3007,1,294,127,113,113
3009,1,926,501,95,95
3009,1,294,127,113,113
3009,2,294,484,113,114
3009,0,916,115,114,114
3011,1,926,492,95,94
3011,2,294,484,113,114
3011,1,284,100,136,137
3011,0,916,115,114,114
3013,1,926,492,95,94
3013,1,284,100,136,137
3013,2,294,495,113,114
3013,0,916,115,114,114
3015,1,916,501,95,95
3015,2,294,484,113,114
3015,1,284,100,136,137
3015,0,916,115,114,114
3017,1,936,492,95,94
3017,2,294,495,113,114
3017,1,284,100,136,137
3017,0,916,115,114,114
3019,2,302,492,95,94
3019,1,936,492,95,94
3019,1,284,100,136,137
3019,0,916,115,114,114
3021,2,302,492,95,94
3021,1,936,492,95,94
3021,1,284,100,136,137
3021,0,916,115,114,114
3023,1,936,492,95,94
3023,2,302,501,95,95
3023,1,284,100,136,137
3023,0,916,115,114,114
3025,1,936,492,95,94
3025,1,284,100,136,137
3025,0,916,115,114,114
3025,2,312,501,95,95
3027,1,936,492,95,94
3027,1,284,100,136,137
3027,2,305,484,114,114
3027,0,916,115,114,114
3029,1,936,492,95,94
3029,2,294,484,113,114
3029,1,284,100,136,137
3029,0,916,115,114,114
3031,1,936,492,95,94
3031,2,302,492,95,94
3031,1,284,100,136,137
3031,0,916,115,114,114
3033,1,936,492,95,94
3033,2,302,501,95,95
3033,1,284,100,136,137
3033,0,927,115,114,114
3035,2,294,495,113,114
3035,1,936,492,95,94
3035,1,284,100,136,137
3035,0,927,115,114,114
3037,1,936,492,95,94
3037,1,284,100,136,137
3037,2,294,495,113,114
3037,0,916,115,114,114
3039,1,926,501,95,95
3039,2,302,492,95,94
3039,1,284,100,136,137
3039,0,916,115,114,114
3041,0,916,115,114,114
3041,1,926,492,95,94
3041,1,284,100,136,137
3041,2,302,501,95,95
3043,0,916,115,114,114
3043,1,926,492,95,94
3043,1,284,100,136,137
3043,2,282,484,114,114
3045,0,916,104,114,113
3045,1,916,501,95,95
3045,2,294,495,113,114
3045,1,284,100,136,137
3047,0,906,100,136,137
3047,1,916,501,95,95
3047,2,294,495,113,114
3047,1,284,100,136,137
3049,0,906,100,136,137
3049,1,916,501,95,95
3049,2,294,495,113,114
3049,1,284,100,136,137
3051,0,906,100,136,137
3051,1,916,501,95,95
3051,2,294,495,113,114
3051,1,284,100,136,137
3053,0,906,100,136,137
3053,1,916,501,95,95
3053,1,284,100,136,137
3053,2,282,495,114,114
3055,1,916,501,95,95
3055,0,916,115,114,114
3055,1,284,100,136,137
3055,2,282,495,114,114
3057,1,916,501,95,95
3057,0,916,115,114,114
3057,2,293,501,94,95
3057,1,284,87,136,136
3059,0,906,100,136,137
3059,1,916,501,95,95
3059,2,282,495,114,114
3059,1,284,87,136,136
3061,0,906,100,136,137
3061,1,926,501,95,95
3061,2,282,495,114,114
3061,1,284,87,136,136
3063,0,906,100,136,137
3063,1,926,501,95,95
3063,2,282,495,114,114
3063,1,294,115,113,114
3065,0,906,100,136,137
3065,1,916,501,95,95
3065,1,294,115,113,114
3065,2,282,495,114,114
3067,0,906,100,136,137
3067,1,294,115,113,114
3067,1,926,492,95,94
3067,2,282,495,114,114
3069,1,294,115,113,114
3069,0,927,115,114,114
3069,1,926,492,95,94
3069,2,282,495,114,114
3071,0,927,115,114,114
3071,1,294,115,113,114
3071,1,926,492,95,94
3071,2,282,495,114,114
3073,0,927,115,114,114
3073,1,294,115,113,114
3073,1,926,492,95,94
3073,2,282,495,114,114
3075,0,927,115,114,114
3075,1,294,115,113,114
3075,1,926,492,95,94
3075,2,293,501,94,95
3077,0,927,115,114,114
3077,2,293,501,94,95
3077,1,284,87,136,136
3077,1,926,492,95,94
3079,0,906,100,136,137
3079,2,302,501,95,95
3079,1,284,87,136,136
3079,1,926,492,95,94
3081,0,906,100,136,137
3081,2,294,484,113,114
3081,1,294,115,113,114
3081,1,926,492,95,94
3083,0,906,100,136,137
3083,1,284,87,136,136
3083,1,916,511,95,95
3083,2,294,495,113,114
3085,0,906,100,136,137
3085,1,916,511,95,95
3085,1,284,100,136,137
3085,2,312,501,95,95
3087,0,906,100,136,137
3087,1,916,511,95,95
3087,1,294,115,113,114
3087,2,305,495,114,114
3089,0,906,100,136,137
3089,1,916,511,95,95
3089,1,294,115,113,114
3089,2,305,495,114,114
3091,0,906,100,136,137
3091,1,916,511,95,95
3091,1,284,100,136,137
3091,2,305,495,114,114
3093,0,906,100,136,137
3093,1,916,511,95,95
3093,1,284,100,136,137
3093,2,294,495,113,114
3095,0,906,100,136,137
3095,1,916,511,95,95
3095,1,284,100,136,137
3095,2,294,495,113,114
3097,0,906,100,136,137
3097,1,294,127,113,113
3097,1,916,511,95,95
3097,2,294,495,113,114
3099,0,906,100,136,137
3099,1,916,511,95,95
3099,1,284,100,136,137
3099,2,294,495,113,114
3101,0,906,100,136,137
3101,1,926,501,95,95
3101,1,284,114,136,137
3101,2,294,495,113,114
3103,0,906,100,136,137
3103,2,293,511,94,95
3103,1,926,501,95,95
3103,1,284,100,136,137
3105,0,916,104,114,113
3105,2,282,495,114,114
3105,1,284,100,136,137
3105,1,926,501,95,95
3107,0,906,100,136,137
3107,2,283,501,95,95
3107,1,284,100,136,137
3107,1,926,501,95,95
3109,0,906,100,136,137
3109,2,283,501,95,95
3109,1,284,114,136,137
3109,1,926,501,95,95
3111,0,906,100,136,137
3111,2,283,501,95,95
3111,1,284,100,136,137
3111,1,926,501,95,95
3113,0,906,100,136,137
3113,2,283,492,95,94
3113,1,284,100,136,137
3113,1,926,501,95,95
3115,0,916,115,114,114
3115,2,283,492,95,94
3115,1,284,100,136,137
3115,1,926,501,95,95
3117,0,916,115,114,114
3117,2,283,492,95,94
3117,1,284,100,136,137
3117,1,926,501,95,95
3119,0,916,115,114,114
3119,1,284,100,136,137
3119,2,271,484,113,114
3119,1,926,511,95,95
3121,0,916,115,114,114
3121,1,284,100,136,137
3121,2,271,484,113,114
3121,1,926,511,95,95
3123,0,927,115,114,114
3123,1,284,100,136,137
3123,2,271,484,113,114
3123,1,926,501,95,95
3125,0,927,115,114,114
3125,1,284,100,136,137
3125,1,926,501,95,95
3125,2,282,495,114,114
3127,0,927,115,114,114
3127,2,282,495,114,114
3127,1,284,100,136,137
3127,1,926,501,95,95
3129,0,906,100,136,137
3129,2,282,507,114,114
3129,1,284,100,136,137
3129,1,926,501,95,95
3131,0,906,100,136,137
3131,2,282,507,114,114
3131,1,284,100,136,137
3131,1,926,501,95,95
3133,0,906,100,136,137
3133,2,282,507,114,114
3133,1,284,100,136,137
3133,1,926,501,95,95
3135,0,927,115,114,114
3135,1,284,100,136,137
3135,1,926,501,95,95
3135,2,282,507,114,114
3137,0,927,115,114,114
3137,2,282,507,114,114
3137,1,284,100,136,137
3137,1,926,501,95,95
3139,0,906,100,136,137
3139,1,284,100,136,137
3139,1,926,511,95,95
3139,2,282,507,114,114
3141,0,906,100,136,137
3141,1,284,100,136,137
3141,1,926,511,95,95
3141,2,282,507,114,114
3143,0,906,100,136,137
3143,1,284,100,136,137
3143,1,926,501,95,95
3143,8,282,495,114,114
3145,0,906,100,136,137
3145,1,284,100,136,137
3145,1,926,501,95,95
3145,5,282,495,114,114
3147,0,906,100,136,137
3147,1,284,100,136,137
3147,1,926,501,95,95
3147,2,282,495,114,114
3149,0,906,100,136,137
3149,1,294,115,113,114
3149,1,916,501,95,95
3149,5,282,495,114,114
3151,0,906,100,136,137
3151,1,294,115,113,114
3151,1,916,501,95,95
3151,2,282,507,114,114
3153,0,927,115,114,114
3153,1,294,115,113,114
3153,1,926,501,95,95
3153,2,283,511,95,95
3155,0,927,115,114,114
3155,1,294,115,113,114
3155,1,926,501,95,95
3155,8,283,511,95,95
3157,0,927,115,114,114
3157,1,294,115,113,114
3157,1,926,501,95,95
3157,5,271,507,113,114
3159,0,927,115,114,114
3159,1,294,115,113,114
3159,1,926,492,95,94
3159,5,271,507,113,114
3161,0,927,115,114,114
3161,1,284,100,136,137
3161,1,926,492,95,94
3161,5,271,507,113,114
3163,0,927,104,114,113
3163,1,926,492,95,94
3163,1,294,127,113,113
3163,5,271,507,113,114
3165,0,927,115,114,114
3165,1,926,492,95,94
3165,1,294,127,113,113
3165,2,271,507,113,114
3167,0,927,115,114,114
3167,1,926,492,95,94
3167,1,294,127,113,113
3167,5,271,507,113,114
3169,0,906,100,136,137
3169,1,926,492,95,94
3169,1,294,138,113,114
3169,8,271,507,113,114
3171,0,906,100,136,137
3171,1,926,492,95,94
3171,1,305,127,114,113
3171,8,271,507,113,114
3173,0,906,100,136,137
3173,1,294,127,113,113
3173,1,926,501,95,95
3173,5,271,507,113,114
3175,0,906,100,136,137
3175,1,284,128,136,137
3175,1,926,501,95,95
3175,8,271,507,113,114
3177,0,906,100,136,137
3177,1,284,114,136,137
3177,1,916,511,95,95
3177,8,271,507,113,114
3179,0,927,115,114,114
3179,1,284,114,136,137
3179,1,926,501,95,95
3179,8,271,507,113,114
3181,0,916,104,114,113
3181,1,926,501,95,95
3181,1,297,100,137,137
3181,8,271,507,113,114
3183,0,916,115,114,114
3183,3,317,115,114,114
3183,1,926,501,95,95
3183,8,271,507,113,114
3185,0,916,115,114,114
3185,1,916,511,95,95
3185,11,317,115,114,114
3185,8,271,507,113,114
3187,0,916,115,114,114
3187,1,916,511,95,95
3187,11,317,115,114,114
3187,8,271,507,113,114
3189,0,916,115,114,114
3189,1,916,501,95,95
3189,11,297,100,137,137
3189,8,271,507,113,114
3191,0,906,100,136,137
3191,11,317,104,114,113
3191,1,916,501,95,95
3191,5,271,507,113,114
3193,0,906,100,136,137
3193,11,328,104,114,113
3193,1,916,501,95,95
3193,8,271,507,113,114
3195,0,906,100,136,137
3195,3,311,87,137,136
3195,1,916,501,95,95
3195,8,271,507,113,114
3197,0,906,100,136,137
3197,3,311,87,137,136
3197,1,924,500,79,79
3197,8,271,507,113,114
3199,0,906,100,136,137
3199,11,297,87,137,136
3199,1,916,492,95,94
3199,5,271,507,113,114
3201,0,927,115,114,114
3201,1,916,501,95,95
3201,11,305,104,114,113
3201,2,271,507,113,114
3203,0,906,100,136,137
3203,11,317,92,114,114
3203,1,916,501,95,95
3203,2,271,507,113,114
3205,0,906,100,136,137
3205,1,297,73,137,136
3205,1,916,501,95,95
3205,8,271,507,113,114
3207,0,906,100,136,137
3207,3,297,73,137,136
3207,1,904,495,114,114
3207,8,282,507,114,114
3209,0,906,100,136,137
3209,11,305,92,114,114
3209,1,904,495,114,114
3209,2,294,495,113,114
3211,0,906,100,136,137
3211,3,284,73,136,136
3211,1,904,495,114,114
3211,2,293,501,94,95
3213,0,906,100,136,137
3213,2,294,484,113,114
3213,3,284,87,136,136
3213,1,916,501,95,95
3215,0,906,100,136,137
3215,1,916,501,95,95
3215,3,282,104,114,113
3215,2,294,495,113,114
3217,0,906,100,136,137
3217,11,284,87,136,136
3217,1,916,501,95,95
3217,2,302,492,95,94
3219,0,927,115,114,114
3219,1,916,501,95,95
3219,11,284,87,136,136
3219,2,302,492,95,94
3221,0,927,115,114,114
3221,1,916,501,95,95
3221,2,302,492,95,94
3221,11,284,87,136,136
3223,0,927,115,114,114
3223,1,916,501,95,95
3223,2,302,492,95,94
3223,11,284,87,136,136
3225,0,927,115,114,114
3225,2,302,501,95,95
3225,1,916,501,95,95
3225,11,284,87,136,136
3227,0,927,115,114,114
3227,1,916,492,95,94
3227,2,302,492,95,94
3227,11,284,87,136,136
3229,0,927,115,114,114
3229,1,916,492,95,94
3229,2,293,492,94,94
3229,11,284,87,136,136
3231,0,927,115,114,114
3231,1,916,492,95,94
3231,2,293,492,94,94
3231,11,284,87,136,136
3233,1,916,492,95,94
3233,0,927,115,114,114
3233,2,293,492,94,94
3233,11,294,104,113,113
3235,1,916,492,95,94
3235,0,906,100,136,137
3235,2,293,492,94,94
3235,11,294,104,113,113
3237,0,906,100,136,137
3237,2,293,492,94,94
3237,1,916,492,95,94
3237,11,294,104,113,113
3239,2,293,492,94,94
3239,0,906,100,136,137
3239,1,916,501,95,95
3239,11,294,104,113,113
3241,0,906,100,136,137
3241,1,907,501,95,95
3241,2,293,492,94,94
3241,1,294,104,113,113
3243,0,927,115,114,114
3243,1,916,501,95,95
3243,2,282,495,114,114
3243,11,294,104,113,113
3245,0,927,115,114,114
3245,1,916,501,95,95
3245,2,282,495,114,114
3245,11,294,104,113,113
3247,0,916,115,114,114
3247,1,926,492,95,94
3247,2,282,495,114,114
3247,11,294,104,113,113
3249,0,906,100,136,137
3249,1,926,492,95,94
3249,2,282,495,114,114
3249,11,294,104,113,113
3251,0,906,100,136,137
3251,11,294,104,113,113
3251,1,926,492,95,94
3251,2,282,495,114,114
3253,11,294,104,113,113
3253,0,906,100,136,137
3253,1,904,484,114,114
3253,2,271,507,113,114
3255,0,906,100,136,137
3255,11,294,104,113,113
3255,1,907,492,95,94
3255,2,271,507,113,114
3257,0,906,100,136,137
3257,11,294,104,113,113
3257,1,916,492,95,94
3257,2,271,507,113,114
3259,0,906,100,136,137
3259,11,294,104,113,113
3259,1,916,501,95,95
3259,2,271,507,113,114
3261,0,927,115,114,114
3261,1,916,501,95,95
3261,11,294,104,113,113
3261,2,259,507,114,114
3263,0,927,115,114,114
3263,11,294,104,113,113
3263,1,907,492,95,94
3263,2,259,507,114,114
3265,0,927,104,114,113
3265,1,897,501,95,95
3265,11,294,104,113,113
3265,2,259,507,114,114
3267,0,927,104,114,113
3267,11,294,104,113,113
3267,1,907,492,95,94
3267,2,259,507,114,114
3269,0,927,104,114,113
3269,11,284,87,136,136
3269,1,897,501,95,95
3269,2,259,507,114,114
3271,0,927,104,114,113
3271,1,907,492,95,94
3271,11,284,87,136,136
3271,2,259,507,114,114
3273,0,927,104,114,113
3273,1,907,492,95,94
3273,11,284,87,136,136
3273,2,259,507,114,114
3275,0,927,104,114,113
3275,1,907,492,95,94
3275,2,259,507,114,114
3275,11,284,87,136,136
3277,0,927,104,114,113
3277,1,907,501,95,95
3277,11,284,87,136,136
3277,2,259,507,114,114
3279,0,927,115,114,114
3279,1,907,501,95,95
3279,11,284,87,136,136
3279,2,271,495,113,114
3281,0,927,115,114,114
3281,11,284,87,136,136
3281,1,907,501,95,95
3281,2,271,495,113,114
3283,2,271,495,113,114
3283,0,927,115,114,114
3283,11,284,87,136,136
3283,1,907,501,95,95
3285,2,282,495,114,114
3285,0,927,115,114,114
3285,11,284,87,136,136
3285,1,916,501,95,95
3287,0,927,115,114,114
3287,2,293,501,94,95
3287,1,916,501,95,95
3287,11,284,87,136,136
3289,0,927,115,114,114
3289,2,293,501,94,95
3289,1,916,501,95,95
3289,11,284,87,136,136
3291,0,927,115,114,114
3291,2,293,501,94,95
3291,11,284,87,136,136
3291,1,916,501,95,95
3293,0,927,115,114,114
3293,2,293,501,94,95
3293,11,284,87,136,136
3293,1,916,492,95,94
3295,0,927,115,114,114
3295,2,293,501,94,95
3295,11,284,87,136,136
3295,1,916,482,95,95
3297,2,293,501,94,95
3297,0,927,115,114,114
3297,11,284,87,136,136
3297,1,916,492,95,94
3299,2,293,501,94,95
3299,0,927,115,114,114
3299,1,916,492,95,94
3299,11,284,87,136,136
3301,0,927,115,114,114
3301,2,293,501,94,95
3301,11,284,87,136,136
3301,1,916,492,95,94
3303,10,927,104,114,113
3303,2,293,501,94,95
3303,11,284,87,136,136
3303,1,932,492,79,79
3305,2,293,501,94,95
3305,10,939,104,114,113
3305,11,284,87,136,136
3305,1,926,482,95,95
3307,2,293,501,94,95
3307,0,939,104,114,113
3307,11,284,87,136,136
3307,1,916,501,95,95
3309,0,939,104,114,113
3309,2,293,501,94,95
3309,1,284,87,136,136
3309,1,926,482,95,95
3311,1,284,87,136,136
3311,0,939,104,114,113
3311,2,293,501,94,95
3311,1,926,482,95,95
3313,1,284,87,136,136
3313,2,293,501,94,95
3313,0,939,104,114,113
3313,1,932,492,79,79
3315,1,284,87,136,136
3315,0,927,104,114,113
3315,2,293,501,94,95
3315,1,926,492,95,94
3317,0,906,100,136,137
3317,1,294,115,113,114
3317,2,282,495,114,114
3317,1,916,482,95,95
3319,0,906,100,136,137
3319,1,294,115,113,114
3319,2,293,501,94,95
3319,1,916,482,95,95
3321,0,906,100,136,137
3321,1,294,115,113,114
3321,2,293,501,94,95
3321,1,916,482,95,95
3323,0,916,104,114,113
3323,2,293,501,94,95
3323,1,284,87,136,136
3323,1,907,482,95,95
3325,0,906,100,136,137
3325,1,284,87,136,136
3325,2,293,501,94,95
3325,1,907,492,95,94
3327,0,906,100,136,137
3327,1,284,87,136,136
3327,2,293,501,94,95
3327,1,908,500,79,79
3329,0,906,100,136,137
3329,1,284,87,136,136
3329,2,293,501,94,95
3329,1,908,492,79,79
3331,0,906,100,136,137
3331,1,284,87,136,136
3331,2,293,501,94,95
3331,1,900,492,79,79
3333,0,906,100,136,137
3333,2,293,501,94,95
3333,1,284,87,136,136
3333,1,908,492,79,79
3335,0,927,104,114,113
3335,2,293,501,94,95
3335,1,284,87,136,136
3335,1,908,492,79,79
3337,0,927,104,114,113
3337,2,293,501,94,95
3337,1,284,87,136,136
3337,1,900,492,79,79
3339,0,927,104,114,113
3339,2,293,501,94,95
3339,1,284,87,136,136
3339,1,900,492,79,79
3341,0,927,104,114,113
3341,2,293,501,94,95
3341,1,284,87,136,136
3341,1,908,484,79,79
3343,0,927,115,114,114
